Reference	LeftContext	Pivot	RightContext
1_m00230-plain	(razonamiento verbal y espacial), así como sobre las relaciones	entre_PREP_entre la_ART_el función_NC_función cognitiva_ADJ_cognitivo normal_ADJ_normal y_CC_y ciertas_QU_cierto discapacidades_NC_discapacidad	(la dislexia, por ejemplo). El recurso a la
1_m00230-plain	se dieron con el estudio de familias. El análisis de semejanzas	entre_PREP_entre padres_NC_padre e_CC_y hijos_NC_hijo	y entre hermanos ha puesto de manifiesto que las habilidades cognitivas tienen
1_m00230-plain	de familias. El análisis de semejanzas entre padres e hijos y	entre_PREP_entre hermanos_NC_hermano ha_VHfin_haber puesto_VLadj_poner de_PREP_de manifiesto_NC_manifiesto	que las habilidades cognitivas tienen que ver con el parentesco. Los
1_m00230-plain	. Se determinaron las correlaciones (un estadístico de la semejanza)	entre_PREP_entre parientes_NC_pariente en_PREP_en pruebas_NC_prueba	de competencia verbal y espacial. Una correlación de 1, 0
1_m00230-plain	. Puede hacerse un cálculo somero de la heredabilidad doblando la diferencia	entre_PREP_entre correlaciones_NC_correlación de_PREP_de gemelos_NC_gemelo	idénticos y de gemelos no idénticos. Pasemos al experimento social.
1_m00230-plain	bien no comparten el mismo entorno familiar. Partiendo de las correlaciones	entre_PREP_entre parejas_NC_pareja de_PREP_de estos_DM_este individuos_NC_individuo	se calcula la parte que corresponde a la genética en la semejanza
1_m00230-plain	y por el de Stig Berg- ponen de manifiesto que las semejanzas	entre_PREP_entre gemelos_NC_gemelo idénticos_ADJ_idéntico y_CC_y entre_PREP_entre gemelos_NC_gemelo	no idénticos persisten entrada la edad avanzada. Por más que los
1_m00230-plain	la idea de que un ambiente familiar común no fuerza la igualación	entre_PREP_entre los_ART_el miembros_NC_miembro de_PREP_de una_ART_un familia_NC_familia	. Antes bien, la semejanza basada en esos criterios diríase controlada
1_m00230-plain	En las correlaciones de competencia verbal, por ejemplo, la semejanza	entre_PREP_entre padres_NC_padre biológicos_ADJ_biológico y_CC_y sus_PPO_suyo hijos_NC_hijo	adoptados por otros aumenta aproximadamente de 0, 1 a los tres
1_m00230-plain	bien con otros tipos. Así, es habitual que las correlaciones	entre_PREP_entre competencia_NC_competencia verbal_ADJ_verbal y_CC_y espacial_ADJ_espacial tengan_VLfin_tener un_ART_un valor_NC_valor	alrededor de 0, 5. Unas correlaciones de este orden implican
1_m00230-plain	que sopesar los nexos genticos entre lo normal y lo anómalo,	entre_PREP_entre los_ART_el rasgos_NC_rasgo que_CQUE_que son_VSfin_ser parte_NC_parte	de un continuo y los trastornos reales de funciones cognitivas. No
1_m00230-plain	mida el grado de discapacidad. Este enfoque abre un hiato analítico	entre_PREP_entre trastornos_NC_trastorno y_CC_y caracteres_NC_carácter	que son dimensionales (varían a lo largo de un continuo)
1_m00230-plain	años se ha desarrollado una nueva técnica genética que cubre ese intervalo	entre_PREP_entre dimensiones_NC_dimensión y_CC_y trastornos_NC_trastorno	al recoger información cuantitativa de familiares de individuos cuya discapacidad se diagnosticó
1_m00230-plain	mitad de la diferencia de la puntuación en la prueba de lectura	entre_PREP_entre disléxicos_NC_disléxico y_CC_y población_NC_población	general. En la discapacidad para la lectura podría entonces haber un
1_m00230-plain	Muy pronto se podrán investigar las conexiones genéticas entre diferentes caracteres y	entre_PREP_entre comportamientos_NC_comportamiento y_CC_y mecanismos_NC_mecanismo	biológicos. Y con ello seguir mejor la trayectoria del desarrollo de
1_m00230-plain	desarrollo de la influencia genética y establecer con mayor precisión las interacciones	entre_PREP_entre genes_NC_gen|genes y_CC_y entorno_NC_entorno	. El descubrimiento de genes vinculados con enfermedades y discapacidades facilitar la
1_m00230-plain	cognitivas e inteligencia Desde los albores de la psicología nunca hubo acuerdo	entre_PREP_entre los_ART_el expertos_NC_experto en_PREP_en torno_NC_torno	la naturaleza de la inteligencia. Para unos se trataría de una
1_m00230-plain	. Puesto que las medidas de " g " derivan de intercorrelaciones	entre_PREP_entre la_ART_el competencia_NC_competencia verbal_ADJ_verbal y_CC_y la_ART_el espacial_ADJ_espacial,_CM_, un_ART_un gen_NC_gen	que está ligado a estos dos caracteres desempeñar alguna función en la
1_m00230-plain	de que la herencia influye en la competencia espacial. Figura 2	ENTRE_PREP_entre LAS_ART_el PRUEBAS_NC_prueba de_PREP_de capacidades_NC_capacidad	específicas a desarrollar por adolescentes y adultos se incluyen tareas similares a
1_m00230-plain	PUNTUACION en pruebas de lectura realizadas por gemelos Revela un nexo posible	entre_PREP_entre habilidades_NC_habilidad normales_ADJ_normal y_CC_y disminuidas_ADJ_disminuido para_PREP_para la_ART_el lectura_NC_lectura	. En un grupo de miembros de parejas de gemelos (arriba
1_m00235-plain	obtener mejores resultados atacando a las enfermedades congénitas en su origen.	Entre_PREP_entre las_ART_el enfermedades_NC_enfermedad genéticas_ADJ_genético investigadas_VLadj_investigar recordaremos_VLfin_recordar la_ART_el fibrosis_NC_fibrosis	quística (que afecta principalmente a los pulmones), la distrofia
1_m00239-plain	una proteína insólita. Llama la atención que, tras la comparación	entre_PREP_entre las_ART_el isoformas_NC_isoformas de_PREP_de distintos_QU_distintos mamíferos_NC_mamífero	, se hallara que hubiera poca variación de una especie a otra
1_m00239-plain	la síntesis y mantenimiento de más proteína y para conservar cierta proporción	entre_PREP_entre volumen_NC_volumen celular_ADJ_celular y_CC_y número_NC_número	de núcleos. Sabemos que las fibras musculares contienen múltiples núcleos,
1_m00239-plain	y " en forma ". Agréguese a ello la correlación positiva	entre_PREP_entre miosina_NC_miosina IIa_NP_IIa	y actividad muscular que se ha descubierto en investigaciones complementarias. ¿
1_m00240-plain	Sin embargo, por culpa de un conocimiento incompleto de las interacciones	entre_PREP_entre el_ART_el láser_NC_láser y_CC_y la_ART_el diana_NC_diana	biológica, se ignora cómo garantizar la selectividad en las nuevas aplicaciones
1_m00240-plain	eso mismo, se trabaja con ahínco para desentrañar la compleja interacción	entre_PREP_entre láser_NC_láser y_CC_y célula_NC_célula	. Diversos factores se oponen a la mejor comprensión de los efectos
1_m00240-plain	un pronto avance sustantivo en el desciframiento de los mecanismos de interacción	entre_PREP_entre láser_NC_láser y_CC_y diana_NC_diana	, que agilice el desarrollo de aplicaciones subcelulares del láser. Pese
1_m00240-plain	Krasieva y Paul Negulescu se sirvieron de ellas para analizar la relación	entre_PREP_entre la_ART_el forma_NC_forma y_CC_y la_ART_el función_NC_función	de las células T del sistema inmunitario. La presentación de moléculas
1_m00240-plain	de escape relativa» ha surgido un método para examinar la relación	entre_PREP_entre fuerza_NC_fuerza natatoria_ADJ_natatorio,_CM_, velocidad_NC_velocidad	y patrón de movimiento. El descubrimiento de que los espermatozoides que
1_m00240-plain	con laurdano se ha enriquecido el banco de datos sobre las interacciones	entre_PREP_entre el_ART_el láser_NC_láser y_CC_y su_PPO_suyo diana_NC_diana	. Si cada una por su lado, tijera y pinza,
1_m00240-plain	de la célula alterada genéticamente y transplantarla al organismo. Figura 2	ENTRE_PREP_entre LOS_ART_el LOGROS_NC_logro ALCANZADOS_VLadj_alcanzar por_PREP_por las_ART_el tijeras_NC_tijera	de láser se incluye la creación de surcos (izquierda) en
1_m00244-plain	Hipertensión en los afroamericanos De la hipertensión arterial común	entre_PREP_entre los_ART_el americanos_NC_americano de_PREP_de origen_NC_origen	africano suele culparse a los genes. Ocurre, sin embargo,
1_m00244-plain	no se da. Nos encontramos ante un ejemplo óptimo de interacción	entre_PREP_entre genoma_NC_genoma y_CC_y entorno_NC_entorno	. Casi todos los norteamericanos experimentan, con los años, un
1_m00244-plain	, se halla implicada en el 20 por ciento de las muertes	entre_PREP_entre los_ART_el negros_NC_negro,_CM_, una_ART_un cifra_NC_cifra	que dobla la de los blancos. La explicación al uso de
1_m00244-plain	la de los blancos. La explicación al uso de esta disparidad	entre_PREP_entre negros_NC_negro y_CC_y blancos_NC_blanco	atribuye a las personas de origen africano una " proclividad intrínseca "
1_m00244-plain	con mayor éxito la cuestión de la alta prevalencia de este trastorno	entre_PREP_entre los_ART_el afroamericanos_NC_afroamericano y_CC_y alcanzar_VLinf_alcanzar mejores_ADJ_bueno tratamientos_NC_tratamiento	para todos los pacientes. Para descubrir la importancia proporcional de los
1_m00244-plain	centrado en la diáspora, la emigración forzada de africanos occidentales ocurrida	entre_PREP_entre los_ART_el siglos_NC_siglo XVI_ADJ_XVI y_CC_y XIX_NC_XIX	. En este vergonzoso capitulo de la historia, los traficantes europeos
1_m00244-plain	relacionados con el incremento de riesgo de hipertensión y analizar la interacción	entre_PREP_entre factores_NC_factor ambientales_ADJ_ambiental y_CC_y biológicos_ADJ_biológico que_CQUE_que producen_VLfin_producir la_ART_el enfermedad_NC_enfermedad	. No se conoce en su pormenor el mecanismo regulador de la
1_m00244-plain	riesgo mayor de hipertensión que los negros que no lo presentan.	Entre_PREP_entre los_ART_el nigerianos_NC_nigeriano encontramos_VLfin_encontrar una_ART_un elevación_NC_elevación	moderada de los niveles de angiotensinógeno en los portadores de la variante
1_m00244-plain	raciales, argumentando que la raza es útil no sólo para distinguir	entre_PREP_entre grupos_NC_grupo de_PREP_de personas_NC_persona	, sino también para explicar la prevalencia de determinados trastornos. Sin
1_m00244-plain	afectan a las minorías. A medida que exploremos las complejas interacciones	entre_PREP_entre los_ART_el factores_NC_factor de_PREP_de riesgo_NC_riesgo	externos (estrés y obesidad) y los genes asociados con la
1_m00244-plain	explicación que se aduce con frecuencia sobre la prevalencia de la hipertensión	entre_PREP_entre los_ART_el estadounidenses_NC_estadounidense negros_ADJ_negro,_CM_, se_SE_se basa_VLfin_basar en_PREP_en el_ART_el viaje_NC_viaje	recorrido desde Africa a América por barcos de esclavos, el pasaje
1_m00244-plain	muy especifica. Los datos disponibles abogan por una gran diversidad genética	entre_PREP_entre los_ART_el afroamericanos_NC_afroamericano,_CM_, lejos_ADV_lejos de_PREP_de una_ART_un presumida_ADJ_presumido uniformidad_NC_uniformidad	. La hipótesis cómoda de la esclavitud para explicar la tasa de
1_m00244-plain	y hasta Africa (gráfico). La máxima diferencia se dio	entre_PREP_entre afroamericanos_NC_afroamericano de_PREP_de medio_NC_medio	urbano (abajo, a la derecha) y nigerianos de entorno
1_m00244-plain	índices superiores a 25. En el estudio desarrollado por los autores	entre_PREP_entre descendientes_NC_descendiente de_PREP_de africanos_NC_africano	, un índice medio bajo de una población se correspondía con una
1_m00244-plain	no puede generalizarse. Así, la variante 235T es muy común	entre_PREP_entre los_ART_el nigerianos_NC_nigeriano,_CM_, que_CQUE_que apenas_ADV_apenas si_CSUBX_si conocen_VLfin_conocer la_ART_el hipertensión_NC_hipertensión	. No basta sólo un gen para controlar el desarrollo de hipertensión
1_m00248-plain	producción comercial de productos génicos humanos y en la transferencia de genes	entre_PREP_entre especies_NC_especie diferentes_ADJ_diferente,_CM_, tanto_ADV_tanto en_PREP_en plantas_NC_planta	como en animales. El redescubrimiento de los experimentos de Mendel,
1_m00248-plain	DNA a clonar se corta con la misma enzima y se liga	entre_PREP_entre los_ART_el brazos_NC_brazo del_PDEL_del cromosoma_NC_cromosoma	de lambda. Luego se empaqueta el cromosoma recombinante dentro de las
1_m00251-plain	para adaptarse a los avatares o riesgos de un nuevo escenario.	Entre_PREP_entre los_ART_el rasgos_NC_rasgo codificados_VLadj_codificar por_PREP_por los_ART_el genes_NC_gen|genes	de contingencia no podemos omitir los que gobiernan el reconocimiento inmunitario,
1_m00251-plain	especie. Estas secuencias repetitivas, con su capacidad de cambiar rápidamente	entre_PREP_entre un_ART_un número_NC_número limitado_VLadj_limitar de_PREP_de estados_NC_estado	, nos ofrece una pista nueva para conocer nuestro poder de adaptación
1_m00251-plain	pertenecientes al grupo. Aunque los investigadores nunca vieron esos encuentros furtivos	entre_PREP_entre las_ART_el hembras_NC_hembra y_CC_y machos_NC_macho	de bosques vecinos. Estas aventuras nocturnas podrían explicar la diversidad genética
1_m00253-plain	ellas. En cuarto lugar, ciertas peculiaridades pueden resultar del compromiso	entre_PREP_entre los_ART_el beneficios_NC_beneficio que_CQUE_que reportan_VLfin_reportar y_CC_y los_ART_el inconvenientes_NC_inconveniente	que ocasionan. En un ejemplo clásico, el gen implicado en
1_m00253-plain	, la ansiedad, la fatiga, el estornudo y la inflamación	entre_PREP_entre los_ART_el mecanismos_NC_mecanismo de_PREP_de defensa_NC_defensa	. La utilidad de la fiebre pasa inadvertida incluso para algunos médicos
1_m00253-plain	la pareja, el territorio o los recursos. Los conflictos violentos	entre_PREP_entre los_ART_el individuos_NC_individuo se_SE_se dan_VLfin_dar sobre_PREP_sobre todo_QU_todo en_PREP_en jóvenes_NC_joven	, que se agrupan en organizaciones que respalden sus intereses. Los
1_m00253-plain	Universidad de Harvard, el conflicto da pie a una carrera armamentística	entre_PREP_entre el_ART_el feto_NC_feto y_CC_y la_ART_el madre_NC_madre	por la regulación de los niveles de tensión arterial y de glucosa
1_m00253-plain	Estados Unidos. Plantean la hipótesis de que el lapso que transcurre	entre_PREP_entre la_ART_el monarquía_NC_monarquía y_CC_y la_ART_el primera_ORD_primero gestación_NC_gestación	es un factor de riesgo crucial, al igual que el número
1_m00253-plain	y rendimiento. El punto de vista evolutivo descubre las profundas conexiones	entre_PREP_entre los_ART_el estados_NC_estado de_PREP_de enfermedad_NC_enfermedad	y normal. Es capaz de integrar líneas de investigación alejadas entre
1_m00253-plain	sujeto. En la epidemiología moderna desempeña un importante papel el desajuste	entre_PREP_entre el_ART_el DISEÑO_NC_diseño FISIOLÓGICO_ADJ_fisiológico y_CC_y los_ART_el ASPECTOS_NC_aspecto	NUEVOS de nuestro ambiente. Nuestros DESEOS, aunque encaminados en nuestro
1_m00255-plain	líneas afines de trabajo son las que buscan inhibir las interacciones específicas	entre_PREP_entre el_ART_el espermatozoide_NC_espermatozoide y_CC_y la_ART_el zona_NC_zona	pelúcida. En el hospital clínico de la Universidad de Duke se
1_m00255-plain	anticuerpos monoclonales) podrían ocupar el lugar de sustancias químicas no biológicas	entre_PREP_entre los_ART_el ingredientes_NC_ingrediente activos_ADJ_activo de_PREP_de los_ART_el anticonceptivos_NC_anticonceptivo	liberados en la vagina. La creciente propagación de las enfermedades de
1_m00266-plain	similares se alineen juntas, la inversión suprimiría en adelante cualquier interacción	entre_PREP_entre las_ART_el zonas_NC_zona de_PREP_de emparejamientos_NC_emparejamiento	primitivas de X e Y. Descubrimos que la recombinación cesó en
1_m00266-plain	se produjo un fallo de la recombinación (intercambio de ADN)	entre_PREP_entre el_ART_el cromosoma_NC_cromosoma X_ALFS_X y_CC_y el_ART_el Y_ALFS_Y durante_PREP_durante la_ART_el meiosis_NC_meiosis	, la división celular que origina el espermatozoide y el óvulo.
1_m00268-plain	El reloj, formado por un conjunto de proteínas nucleares que interaccionan	entre_PREP_entre si_NC_si,_CM_, integra_VLfin_integrar,_CM_, en_PREP_en condiciones_NC_condición	normales, mensajes procedentes de las cascadas estimuladoras e inhibidoras y,
1_m00270-plain	a un amplio rango de células y tejidos. La primera conexión	entre_PREP_entre el_ART_el cáncer_NC_cáncer y_CC_y la_ART_el genética_NC_genética	se propuso a principios del siglo XX, y esta idea ha
1_m00270-plain	de la progresión del tumor. En este capítulo consideraremos las relaciones	entre_PREP_entre genes_NC_gen|genes y_CC_y cáncer_NC_cáncer	, con énfasis en las relaciones entre el ciclo celular y las
1_m00270-plain	las relaciones entre genes y cáncer, con énfasis en las relaciones	entre_PREP_entre el_ART_el ciclo_NC_ciclo celular_ADJ_celular y_CC_y las_ART_el anomalías_NC_anomalía	genéticas asociadas con el cáncer. Examinaremos también las relaciones entre las
1_m00270-plain	las anomalías genéticas asociadas con el cáncer. Examinaremos también las relaciones	entre_PREP_entre las_ART_el mutaciones_NC_mutación y_CC_y el_ART_el cáncer_NC_cáncer	, la identificación de los genes que, cuando matan, inician
1_m00270-plain	mutaciones implicadas en la formación de tumores. Estudiaremos también las relaciones	entre_PREP_entre los_ART_el cambios_NC_cambio cromosómicos_ADJ_cromosómico y_CC_y el_ART_el cáncer_NC_cáncer	y el papel de los factores ambientales en la génesis del cáncer
1_m00270-plain	2, el ciclo celular representa la secuencia de fenómenos que ocurren	entre_PREP_entre divisiones_NC_división mitóticas_ADJ_mitótico en_PREP_en las_ART_el células_NC_célula	eucariotas. En años pasados, los trabajos sobre el control del
1_m00270-plain	celular (el periodo entre dos divisiones mitóticas) puede variar ampliamente	entre_PREP_entre células_NC_célula en_PREP_en el_ART_el ciclo_NC_ciclo	biológico de un organismo y entre tipos celulares diferentes del mismo organismo
1_m00270-plain	variar ampliamente entre células en el ciclo biológico de un organismo y	entre_PREP_entre tipos_NC_tipo celulares_ADJ_celular diferentes_ADJ_diferente del_PDEL_del mismo_ADJ_mismo organismo_NC_organismo	. Por ejemplo, las células animales presentan in vivo ciclos que
1_m00270-plain	de entrar en la fase S Estos puntos de control implican interacciones	entre_PREP_entre proteínas_NC_proteína transitorias_ADJ_transitorio,_CM_, llamadas_NC_llamada	ciclinas, y quinasas, que añaden grupos fosfato a las proteínas
1_m00272-plain	un tipo de estudios distinto: la búsqueda de posibles diferencias físicas	entre_PREP_entre el_ART_el cerebro_NC_cerebro del_PDEL_del varón_NC_varón	y el cerebro de la mujer; según veremos, el cerebro
1_m00272-plain	menos de un milímetro de diámetro en los machos, la diferencia	entre_PREP_entre los_ART_el sexos_NC_sexo es_VSfin_ser perceptible_ADJ_perceptible,_CM_, incluso_ADV_incluso sin_PREP_sin la_ART_el ayuda_NC_ayuda	del microscopio, cuando miramos cortes de tejido debidamente teñidos. El
1_m00272-plain	al azar era de uno entre mil. No había diferencia significativa	entre_PREP_entre los_ART_el volúmenes_NC_volumen del_PDEL_del NIHA3_NC_NIHA3	de varones homosexuales y mujeres. Así pues, las investigaciones sugerían
1_m00272-plain	alcanzaban un tamaño equiparable. ¿ Qué decir de estas correlaciones manifiestas	entre_PREP_entre orientación_NC_orientación sexual_ADJ_sexual y_CC_y estructura_NC_estructura	cerebral? Caben tres posibilidades lógicas. Primera: las diferencias estructurales
1_m00272-plain	. ¿ Cómo surgieron tales diferencias? Pudieron deberse a la interacción	entre_PREP_entre esteroides_NC_esteroide gonadales_ADJ_gonadales y_CC_y cerebro_NC_cerebro	en formación; esa interacción es responsable de las diferencias estructurales entre
1_m00272-plain	cerebro en formación; esa interacción es responsable de las diferencias estructurales	entre_PREP_entre el_ART_el cerebro_NC_cerebro del_PDEL_del varón_NC_varón	y el de la mujer. Entre los especialistas, hay quienes
1_m00272-plain	estructurales entre el cerebro del varón y el de la mujer.	Entre_PREP_entre los_ART_el especialistas_NC_especialista,_CM_, hay_VHfin_haber quienes_REL_quien han_VHfin_haber sugerido_VLadj_sugerir la_ART_el posibilidad_NC_posibilidad	de que algunos fetos queden condicionados o determinados para, alcanzada la
1_m00272-plain	del principio según el cual los rasgos de base genética se transmiten	entre_PREP_entre los_ART_el miembros_NC_miembro de_PREP_de la_ART_el familia_NC_familia	. El primer estudio moderno sobre patrones de homosexualidad en familias fue
1_m00272-plain	estimar que el 36 % de los hermanos homosexuales no presentan ligamiento	entre_PREP_entre homosexualidad_NC_homosexualidad y_CC_y Xq28_NC_Xq28	. Quizás esos varones heredaron genes distintos, estaban condicionados por factores
1_m00272-plain	en sus secuencias. Ni tampoco los estudios de ligamiento hallaron correlación	entre_PREP_entre homosexualidad_NC_homosexualidad en_PREP_en hermanos_NC_hermano	y herencia del locus del receptor de andrógenos. Y lo más
1_m00272-plain	de la región Xq28. Quedó así excluido el receptor de andrógenos	entre_PREP_entre los_ART_el factores_NC_factor condicionantes_ADJ_condicionante de_PREP_de la_ART_el inclinación_NC_inclinación	sexual de los varones. Vayamos con la segunda posibilidad: que
1_m00272-plain	el sexo. Figura 2 COMPARTICIÓN DE GENES de la región Xq28	entre_PREP_entre hermanos_NC_hermano varones_NC_varón	homosexuales, con una frecuencia significativamente mayor que la observada en la
1_m00274-plain	alguna forma de lucha competitiva por la supervivencia. Darwin observó que	entre_PREP_entre los_ART_el individuos_NC_individuo de_PREP_de una_ART_un especie_NC_especie	hay una variación natural; sobre esta observación basó su teoría de
1_m00274-plain	de modelos matemáticos para describir la estructura genética de las poblaciones.	Entre_PREP_entre los_ART_el investigadores_NC_investigador en_PREP_en este_DM_este campo_NC_campo	se incluyen a Sewall Wright, Ronald Fisher y J. B
1_m00274-plain	alelos que se expresan de un modo codominante hay una relación directa	entre_PREP_entre los_ART_el fenotipos_NC_fenotipo y_CC_y los_ART_el genotipos_NC_genotipo	, teniendo cada fenotipo un único genotipo. Tal es el caso
1_m00274-plain	mujeres. Si la frecuencia de un alelo ligado al X difiere	entre_PREP_entre varones_NC_varón y_CC_y mujeres_NC_mujer	, entonces la población no está en equilibrio. En contraste con
1_m00278-plain	que se utiliza como vacuna. Diversidad genética en el sistema inmunitario	Entre_PREP_entre los_ART_el vertebrados_NC_vertebrado,_CM_, cada_QU_cada individuo_NC_individuo	puede producir millones de tipos diferentes de anticuerpos, cada uno respondiendo
1_m00278-plain	mecanismo de una llave y su cerradura. Las cadenas están unidas	entre_PREP_entre si_NC_si por_PREP_por puentes_NC_puente	disulfuro indicados como. -. -. -. [1
1_m00279-plain	integrado del estudio del síndrome de Williams - que busca la interrelación	entre_PREP_entre genes_NC_gen|genes,_CM_, neurobiología_NC_neurobiología	y comportamiento- puede convertirse en un modelo para explorar la forma en
1_m00279-plain	barbilla reducida) y eran, al parecer, retrasados mentales.	Entre_PREP_entre los_ART_el problemas_NC_problema que_CQUE_que Williams_NP_Williams	observó aparecían soplos cardiacos y estrechamiento de los vasos principales. En
1_m00279-plain	notable empatía. El análisis del cerebelo pone al descubierto otras diferencias	entre_PREP_entre enfermos_NC_enfermo de_PREP_de Williams_NP_Williams	y de Down. Mientras que el volumen del cerebelo es pequeño
1_m00281-plain	hasta los años sesenta del siglo XX, se infería el parentesco	entre_PREP_entre organismos_NC_organismo de_PREP_de su_PPO_suyo comparación_NC_comparación	anatómica, fisiológica o ambas. Con ese sistema se establecieron relaciones
1_m00281-plain	innovaciones radicales en la estructura y función celular. Por ejemplo,	entre_PREP_entre el_ART_el nacimiento_NC_nacimiento de_PREP_de la_ART_el primera_ORD_primero célula_NC_célula	y la aparición de hongos, plantas y animales, las células
1_m00281-plain	habrá, pues, que atender a las semejanzas y diferencias existentes	entre_PREP_entre las_ART_el secuencias_NC_secuencia de_PREP_de sus_PPO_suyo genes_NC_gen|genes	o proteínas. Hace 35 años se lograban las primeras secuenciaciones de
1_m00281-plain	que la cifran) serían un excelente indicador del grado de parentesco	entre_PREP_entre los_ART_el seres_NC_ser vivos_ADJ_vivo,_CM_, de_PREP_de las_ART_el bacterias_NC_bacteria	elementales a los animales complejos. Por consiguiente, el ARN ribosómico
1_m00281-plain	externa rígida. Los primeros datos obtenidos por Woese confirmaban la distinción	entre_PREP_entre procariotas_NC_procariota y_CC_y eucariotas_NC_eucariota	al demostrar que las secuencias de los ARNr microsubunitarios bacterianos guardaban entre
1_m00281-plain	se originó la primera célula eucariota. Los estudios sobre el parentesco	entre_PREP_entre la_ART_el maquinaria_NC_maquinaria de_PREP_de transcripción_NC_transcripción	y traducción de los eucariotas y las arqueas revelaron que los primeros
1_m00281-plain	y los cloroplastos. Incluye también una extensa trama de enlaces transversales	entre_PREP_entre ramas_NC_rama,_CM_, enlaces_NC_enlace	que se han distribuido al azar para simbolizar el alto grado de
1_m00281-plain	ha existido un amplio intercambio de genes. Para definir parentescos evolutivos	entre_PREP_entre los_ART_el procariotas_NC_procariota,_CM_, podríamos_VLfin_poder escoger_VLinf_escoger los_ART_el genes_NC_gen|genes	que parecen menos propensos a la transferencia. En ese contexto,
1_m00291-plain	ritmos cronométricos de 24 horas. La genética nos ha revelado parentescos	entre_PREP_entre los_ART_el relojes_NC_reloj moleculares_ADJ_molecular de_PREP_de la_ART_el mosca_NC_mosca	del vinagre, el ratón y el hombre. Hay que hacer
1_m00293-plain	era directo antecesor de los humanos. Sarich midió la distancia evolutiva	entre_PREP_entre humanos_NC_humano y_CC_y chimpancés_NC_chimpancé	estudiando sus seroproteínas. Sabía que las diferencias entre éstas reflejan mutaciones
1_m00293-plain	con verosimilitud por fósiles. Luego aplicó el reloj a la separación	entre_PREP_entre chimpancés_NC_chimpancé y_CC_y humanos_NC_humano	, datándola entre hace cinco y siete millones de años -mucho más
1_m00293-plain	con la solución correcta por pura suerte. De las primeras comparaciones	entre_PREP_entre proteínas_NC_proteína de_PREP_de especies_NC_especie	diferentes brotaron dos nuevas ideas: la de las mutaciones neutras y
1_m00293-plain	linajes mitocondriales y maternos. Los linajes maternos son los más idénticos	entre_PREP_entre hermanos_NC_hermano,_CM_, porque_CSUBX_porque su_PPO_suyo ADN_NP_ADN	mitocondrial sólo ha tenido una generación para incorporar mutaciones. El grado
1_m00293-plain	individuos. Las presencias múltiples de tipos de ADN mitocondrial concurrían siempre	entre_PREP_entre gente_NC_gente de_PREP_de un_ART_un mismo_ADJ_mismo continente_NC_continente	y normalmente en personas que vivían dentro de un radio de unos
1_m00293-plain	su distanciamiento de los chimpancés; esto es, encontramos el índice	entre_PREP_entre la_ART_el divergencia_NC_divergencia del_PDEL_del ADN_NP_ADN	mitocondrial humano y la que separa a humanos y chimpancés. Usando
1_m00293-plain	multiregional de evolución ponderan que han documentado la continuidad de morfologías anatómicas	entre_PREP_entre residentes_NC_residente arcaicos_ADJ_arcaico y_CC_y modernos_ADJ_moderno de_PREP_de diversas_QU_diversos regiones_NC_región	; insisten en la improbabilidad de que esas morfologías se desarrollaran independientemente
1_m00296-plain	una computadora en fase líquida, que efectuase sus cálculos por interacción	entre_PREP_entre moléculas_NC_molécula en_PREP_en disolución_NC_disolución	? Podría. Esta es la historia de la computación con ADN
1_m00298-plain	hidrógeno débiles y provisionales. Tales puentes tienden un átomo de hidrógeno	entre_PREP_entre un_ART_un nitrógeno_NC_nitrógeno o_CC_o un_ART_un oxígeno_NC_oxígeno	de un compuesto y el par de electrones sin compartir de un
1_m00298-plain	compensar la resistencia insulínica. Cuando esto ocurre, la hiperglucemia persiste	entre_PREP_entre las_ART_el comidas_NC_comida,_CM_, y_CC_y el_ART_el paciente_NC_paciente	puede requerir la administración de insulina o de otras drogas para bajar
1_m00300-plain	el cerebro descansan en dudosas hipótesis que sostienen la existencia de diferencias	entre_PREP_entre el_ART_el cerebro_NC_cerebro de_PREP_de varón_NC_varón	y el de mujer. Los mecanismos biológicos que se han propuesto
1_m00300-plain	Las motivaciones conscientes e inconscientes asociadas con la atracción sexual divergen incluso	entre_PREP_entre personas_NC_persona del_PDEL_del mismo_ADJ_mismo sexo_NC_sexo	e inclinación. Son innumerables las experiencias (e interpretaciones subjetivas de
1_m00300-plain	atraídas por otras de su mismo sexo se consideraban las más viriles	entre_PREP_entre los_ART_el hombres_NC_hombre y_CC_y las_ART_el más_ADV_más femeninas_ADJ_femenino entre_PREP_entre las_ART_el mujeres_NC_mujer	. Por contra, se atribuía una naturaleza mixta, masculina y
1_m00300-plain	hace diez años (cuando los misioneros repudiaron tal práctica),	entre_PREP_entre los_ART_el miembros_NC_miembro del_PDEL_del pueblo_NC_pueblo	sambia de Nueva Guinea regía la costumbre según la cual los adolescentes
1_m00300-plain	los cuales los homosexuales tienen claras versiones correspondientes al sexo opuesto difieran	entre_PREP_entre hombres_NC_hombre y_CC_y mujeres_NC_mujer	. De las múltiples diferencias que, en razón del sexo,
1_m00300-plain	Se ha observado que la exposición precoz a hormonas determina la opción	entre_PREP_entre los_ART_el patrones_NC_patrón masculinos_ADJ_masculino y_CC_y los_ART_el femeninos_ADJ_femenino de_PREP_de la_ART_el conducta_NC_conducta	de apareamiento exhibida por los animales adultos. Las hembras de roedores
1_m00300-plain	Por tanto, si se trata de un fenómeno que no discrimina	entre_PREP_entre varones_NC_varón y_CC_y mujeres_NC_mujer	, carece de sentido sugerir que está «feminizado» en los
