id,subid,presence,candidate_term_left,candidate_term_right,Pivot,occurrence,full_context,annotation,justification,comment,non sure,check,tags,inclusive,global_freq,exclusive
H01,H1_economy_125,both,"['moderación', 'ritmo', 'crecimiento', 'ritmo de crecimiento']",['debilidad'],la_ART_el moderación_NC_moderación en_PREP_en el_ART_el ritmo_NC_ritmo de_PREP_de crecimiento_NC_crecimiento es_VSfin_ser la_ART_el debilidad_NC_debilidad,la moderación en el ritmo de crecimiento es la debilidad,"la tendencia fue progresivamente creciente. Una de las causas de la moderación en el ritmo de crecimiento es la debilidadque muestra el consumo, pese a su perfil creciente. El",« NON »,NON;Le candidat-marqueur exprime une autre relation.,relation de cause,False,,ART NC PREP ART NC PREP NC VSfin ART NC,False,2,True
H01,H1_economy_126,left,['más'],[None],los_ART_el sectores_NC_sector más_ADV_más afectados_VLadj_afectar han_VHfin_haber sido_VSadj_ser el_ART_el lechero_NC_lechero,los sectores más afectados han sido el lechero,"carreteras ha sido más intenso en el norte de España y los sectores más afectados han sido el lechero, el ganadero y la industria del automóvil, en la que",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC ADV VLadj VHfin VSadj ART NC,False,1,True
H01,H1_economy_127,both,"['debilidad', 'consumo', 'debilidad del consumo']",['característica'],La_ART_el debilidad_NC_debilidad del_PDEL_del consumo_NC_consumo es_VSfin_ser una_ART_un característica_NC_característica,La debilidad del consumo es una característica,"del 1, 1 % y 0, 8 %. La debilidad del consumo es una característicacomún a los tres países, así como los ajustes fiscales necesarios",« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément appartient au lexique scientifique transdisciplinaire.",,False,,ART NC PDEL NC VSfin ART NC,True,1,False
H01,H1_economy_128,none,[None],[None],La_ART_el nota_NC_nota disonante_ADJ_disonante volvió_VLfin_volver a_PREP_a ser_VSinf_ser la_ART_el Bolsa_NP_Bolsa,La nota disonante volvió a ser la Bolsa,"los índices de los principales mercados batieron sus récords históricos. La nota disonante volvió a ser la Bolsade Tokio, cuyo índice Nikkei-225 perdió un 5, 3 %",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC ADJ VLfin PREP VSinf ART NP,False,1,True
H01,H1_economy_129,left,"['bienes', 'industriales', 'bienes industriales']",[None],los_ART_el bienes_NC_bien industriales_ADJ_industrial fue_VSfin_ser el_ART_el elemento_NC_elemento,los bienes industriales fue el elemento,buen comportamiento de los precios de los alimentos elaborados y de los bienes industriales fue el elementodeterminante de esta reducción trascendental de la tasa de inflación. Gracias,« NON »,OUI;Il y a une relation d'hyperonymie entre deux CT que n'appartient pas au domaine,,False,,ART NC ADJ VSfin ART NC,False,11,False
H01,H1_economy_130,right,[None],['factores'],la_ART_el Bolsa_NP_Bolsa de_PREP_de Nueva_NC_nueva York_NP_York fueron_VSfin_ser los_ART_el factores_NC_factor,la Bolsa de Nueva York fueron los factores,bajista de tipos de interés y la trayectoria al alza de la Bolsa de Nueva York fueron los factoresexplicativos más directos de la carrera alcista de la bolsa española.,« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément appartient au lexique scientifique transdisciplinaire.",,False,,ART NP PREP NC NP VSfin ART NC,True,1,False
H01,H1_economy_131,none,[None],[None],la_ART_el Ley_NC_ley es_VSfin_ser el_ART_el fortalecimiento_NC_fortalecimiento,la Ley es el fortalecimiento,"ambientales o culturales. Otro de los grandes cambios que introducirá la Ley es el fortalecimientodel derecho de propiedad, con relación al régimen urbanístico. En",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC VSfin ART NC,False,15,False
H01,H1_economy_132,both,"['bruta', 'deuda bruta']",['variable'],La_ART_el deuda_NC_deuda bruta_ADJ_bruto es_VSfin_ser la_ART_el variable_NC_variable,La deuda bruta es la variable,"la posición activa del Estado en el Banco de España. La deuda bruta es la variableseñalada en la condición de convergencia de Maastricht, que difiere pues",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,ART NC ADJ VSfin ART NC,False,11,False
H02,H2_economy_1,right,[None],"['tipo', 'progreso']",Una_ART_un pregunta_NC_pregunta a_PREP_a la_ART_el que_CQUE_que se_SE_se enfrentaron_VLfin_enfrentar fue_VSfin_ser el_ART_el tipo_NC_tipo de_PREP_de progreso_NC_progreso,Una pregunta a la que se enfrentaron fue el tipo de progreso,", los economistas neoclásicos introdujeron el crecimiento exógeno de la productividad. Una pregunta a la que se enfrentaron fue el tipo de progresotécnico que se debía introducir. En la práctica, algunas innovaciones",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC PREP ART CQUE SE VLfin VSfin ART NC PREP NC,False,1,True
H03,H3_economy_1,both,"['número', 'economía']","['número', 'elevado']",el_ART_el número_NC_número de_PREP_de empresas_NC_empresa de_PREP_de la_ART_el economía_NC_economía sea_VSfin_ser un_ART_un número_NC_número muy_ADV_muy elevado_ADJ_elevado,el número de empresas de la economía sea un número muy elevado,"neoclásico en un modelo AK de crecimiento endógeno. Supongamos ahora que el número de empresas de la economía sea un número muy elevadoxxx, constante. Puesto que xxx es grande, cada empresa",« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",,False,,ART NC PREP NC PREP ART NC VSfin ART NC ADV ADJ,False,1,True
H03,H3_economy_2,both,"['excedente', 'ahorro']","['fenómeno', 'raro']",un_ART_un excedente_NC_excedente forzado_ADJ_forzado de_PREP_de ahorro_NC_ahorro sería_VSfin_ser un_ART_un fenómeno_NC_fenómeno muy_ADV_muy raro_ADJ_raro,un excedente forzado de ahorro sería un fenómeno muy raro,"largo plazo "". Esta definición tendría sentido, pero significaría que un excedente forzado de ahorro sería un fenómeno muy raroe inestable, y una deficiencia forzada de ahorro el estado usual",« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",,False,,ART NC ADJ PREP NC VSfin ART NC ADV ADJ,False,1,True
H04,H4_economy_1,both,['gradual'],"['productores', 'más']",la_ART_el eliminación_NC_eliminación gradual_ADJ_gradual del_PDEL_del Acuerdo_NC_acuerdo Multifibras_NP_Multifibras serán_VSfin_ser los_ART_el países_NC_país productores_ADJ_productor más_ADV_más eficientes_ADJ_eficiente,la eliminación gradual del Acuerdo Multifibras serán los países productores más eficientes,vestuario provenientes de países en desarrollo. Probablemente los principales beneficiarios de la eliminación gradual del Acuerdo Multifibras serán los países productores más eficientescuyas exportaciones a los mercados de los países industriales están muy limitadas,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC ADJ PDEL NC NP VSfin ART NC ADJ ADV ADJ,False,1,True
H04,H4_economy_2,both,['dinero'],['más'],dinero_NC_dinero prestado_ADJ_prestado -y_NC_-y ésta_DM_este es_VSfin_ser una_ART_un razón_NC_razón más_ADV_más de_PREP_de,dinero prestado ésta es una razón más de,"en tan gran escala, si es que en alguna, con dinero prestado ésta es una razón más delos rendimientos superiores que el pasatiempo da a quien posee cierto acopio",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC ADJ NC DM VSfin ART NC ADV PREP,False,1,True
H04,H4_economy_3,both,"['último', 'hecho', 'este último']",['más'],este_NC_este último_ADJ_último hecho_ADJ_hecho ha_VHfin_haber sido_VSadj_ser la_ART_el causa_NC_causa de_PREP_de más_ADV_más de_PREP_de,este último hecho ha sido la causa de más de,muy variamente en condiciones institucionales diferentes y que el pasar por alto este último hecho ha sido la causa de más deun grave error. Y también es verdad que siempre que intentamos,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC ADJ ADJ VHfin VSadj ART NC PREP ADV PREP,False,1,True
H04,H4_economy_4,both,"['concepto', 'velocidad', 'dinero']",['más'],concepto_NC_concepto de_PREP_de velocidad_NC_velocidad del_PDEL_del dinero_NC_dinero es_VSfin_ser -y_NC_-y con_PREP_con razón-_NC_razón- el_ART_el más_ADV_más famoso_ADJ_famoso,concepto de velocidad del dinero es con el más famoso,"en algunos puntos, que la mayoría de sus contemporáneos. Su concepto de velocidad del dinero es con el más famoso, y se volverá a citar en el capítulo 6. Otro",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC PDEL NC VSfin NC PREP NC ART ADV ADJ,False,1,True
H04,H4_economy_5,right,[None],"['factores', 'más', 'directos']",la_ART_el Bolsa_NP_Bolsa de_PREP_de Nueva_NC_nueva York_NP_York fueron_VSfin_ser los_ART_el factores_NC_factor explicativos_ADJ_explicativo más_ADV_más directos_ADJ_directo,la Bolsa de Nueva York fueron los factores explicativos más directos,coyuntura bajista de tipos de interés y la trayectoria al alza de la Bolsa de Nueva York fueron los factores explicativos más directosde la carrera alcista de la bolsa española. Fruto del buen,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,True,,ART NP PREP NC NP VSfin ART NC ADJ ADV ADJ,False,1,True
H06,H6_economy_1,left,"['clasificación', 'crediticia', 'bancos', 'clasificación crediticia']",[None],La_ART_el clasificación_NC_clasificación crediticia_ADJ_crediticio que_CQUE_que realizan_VLfin_realizar los_ART_el bancos_NC_banco u_CC_o otros_QU_otro organismos_NC_organismo,La clasificación crediticia que realizan los bancos u otros organismos,sur del Sahara y el Oriente Medio y Norte de Africa. La clasificación crediticia que realizan los bancos u otros organismosde clasificación de solvencia revela importantes diferencias entre los países en desarrollo,« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément n'appartient pas au LST, mais est general",,False,,ART NC ADJ CQUE VLfin ART NC CC QU NC,True,2,False
H06,H6_economy_2,left,['restricciones'],[None],las_ART_el restricciones_NC_restricción fiscales_ADJ_fiscal y_CC_y otras_QU_otro presiones_NC_presión,las restricciones fiscales y otras presiones,los flujos privados durante el próximo decenio. Pero es probable que las restricciones fiscales y otras presioneslimiten las posibilidades de crecimiento de la ayuda oficial. - Actual,« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,ART NC ADJ CC QU NC,False,2,True
H06,H6_economy_3,none,[None],[None],la_ART_el aplicación_NC_aplicación de_PREP_de la_ART_el Ronda_VLfin_rondar Uruguay_NP_Uruguay y_CC_y otras_QU_otro iniciativas_NC_iniciativa,la aplicación de la Ronda Uruguay y otras iniciativas,"intercambio entre los países en desarrollo. Esta evolución encontrará apoyo en la aplicación de la Ronda Uruguay y otras iniciativasde liberalización del comercio, el constante descenso de los costos del",« OUI »,OUI;Il y a une relation d'hyperonymie entre deux CT que n'appartient pas au domaine,,False,,ART NC PREP ART VLfin NP CC QU NC,True,2,False
H06,H6_economy_4,right,[None],['trabajadores'],Françoise_NP_Françoise y_CC_y otros_QU_otro trabajadores_NC_trabajador,Françoise y otros trabajadores,casi ocho veces superior al de Hoa en Ciudad Ho Chi-Minh. Françoise y otros trabajadoresdel sector de servicios de los países de ingreso alto representan alrededor,« NON »,NON;L’un des deux éléments fait reference à un individu/sujet/personne,,False,,NP CC QU NC,False,2,True
H06,H6_economy_5,left,"['tasas', 'interés', 'tasas de interés']",[None],las_ART_el tasas_NC_tasa de_PREP_de interés_NC_interés y_CC_y otros_QU_otro elementos_NC_elemento,las tasas de interés y otros elementos,". Por ello, las condiciones económicas (como los salarios, las tasas de interés y otros elementosde un tenor parecido) deberían, en principio, afectar a",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC PREP NC CC QU NC,False,2,True
H06,H6_economy_6,both,"['capital', 'usos']",['tipos'],el_ART_el capital_NC_capital para_PREP_para usos_NC_uso residenciales_ADJ_residencial y_CC_y otros_QU_otro tipos_NC_tipo,el capital para usos residenciales y otros tipos,", 05 y el 0, 1, según como se mida el capital para usos residenciales y otros tiposde bienes duraderos. La participación del capital físico en los países",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,"le Y est introduit par ""type de/tipo de""",True,CHECK PATRON,ART NC PREP NC ADJ CC QU NC,True,2,False
H06,H6_economy_7,both,"['depreciación', 'valores']",['bienes'],la_ART_el depreciación_NC_depreciación de_PREP_de los_ART_el valores_NC_valor y_CC_y otros_QU_otro bienes_NC_bien,la depreciación de los valores y otros bienes,"dado, sea el efecto de estos cambios sobre la apreciación o la depreciación de los valores y otros bienes, porque si un hombre disfruta de un aumento inesperado en el",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,ART NC PREP ART NC CC QU NC,True,2,False
H06,H6_economy_8,right,[None],['bienes'],respecto_NC_respecto a_PREP_a las_ART_el casas_NC_casa y_CC_y otros_QU_otro bienes_NC_bien,respecto a las casas y otros bienes,""". Por otra parte, no intenta hacer deducción alguna con respecto a las casas y otros bienesdurables en manos de los individuos. Sus interesantes resultados para Estados",« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément n'appartient pas au LST, mais est general","dans cet exemple, je ne suis pas trop sure parce que ""casa;maison"" est bien un ""bien durable""... Mais ""casa"", n'est pas un terme",False,,NC PREP ART NC CC QU NC,True,1,False
H06,H6_economy_9,right,[None],['formas'],ambición_NC_ambición de_PREP_de poder_NC_poder y_CC_y autoridad_NC_autoridad y_CC_y otras_QU_otro formas_NC_forma,ambición de poder y autoridad y otras formas,"modo, pueden encontrar un desahogo en la crueldad, en temeraria ambición de poder y autoridad y otras formasde engrandecimiento personal. Es preferible que un hombre tiranice su saldo",« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,NC PREP NC CC NC CC QU NC,False,2,True
H06,H6_economy_10,none,[None],[None],los_ART_el Estados_NC_estado Unidos_NP_Unidos y_CC_y otros_QU_otro países_NC_país,los Estados Unidos y otros países,"que emprendió. A partir de 1821 vagabundeó por el Canadá, los Estados Unidos y otros países, incluidas las islas Hawai, realizando en todas partes rudos trabajos",« OUI »,OUI;Il y a une relation d'hyperonymie entre deux CT que n'appartient pas au domaine,,False,,ART NC NP CC QU NC,True,2,False
H06,H6_economy_11,none,[None],[None],filosofía_NC_filosofía y_CC_y otros_QU_otro elementos_NC_elemento,filosofía y otros elementos,"a los ideales del Verein -sin duda glorificados con un poco de filosofía y otros elementosde la cultura alemana-, no puede sorprendernos que la oferta se",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC CC QU NC,False,2,True
H07,H7_economy_1,left,"['clasificación', 'crediticia', 'bancos', 'clasificación crediticia']",[None],La_ART_el clasificación_NC_clasificación crediticia_ADJ_crediticio que_CQUE_que realizan_VLfin_realizar los_ART_el bancos_NC_banco u_CC_o otros_QU_otro organismos_NC_organismo,La clasificación crediticia que realizan los bancos u otros organismos,sur del Sahara y el Oriente Medio y Norte de Africa. La clasificación crediticia que realizan los bancos u otros organismosde clasificación de solvencia revela importantes diferencias entre los países en desarrollo,« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément n'appartient pas au LST, mais est general",,False,,ART NC ADJ CQUE VLfin ART NC CC QU NC,True,2,False
H07,H7_economy_2,left,['restricciones'],[None],las_ART_el restricciones_NC_restricción fiscales_ADJ_fiscal y_CC_y otras_QU_otro presiones_NC_presión,las restricciones fiscales y otras presiones,los flujos privados durante el próximo decenio. Pero es probable que las restricciones fiscales y otras presioneslimiten las posibilidades de crecimiento de la ayuda oficial. - Actual,« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,ART NC ADJ CC QU NC,False,2,True
H07,H7_economy_3,none,[None],[None],la_ART_el aplicación_NC_aplicación de_PREP_de la_ART_el Ronda_VLfin_rondar Uruguay_NP_Uruguay y_CC_y otras_QU_otro iniciativas_NC_iniciativa,la aplicación de la Ronda Uruguay y otras iniciativas,"intercambio entre los países en desarrollo. Esta evolución encontrará apoyo en la aplicación de la Ronda Uruguay y otras iniciativasde liberalización del comercio, el constante descenso de los costos del",« OUI »,OUI;Il y a une relation d'hyperonymie entre deux CT que n'appartient pas au domaine,,False,,ART NC PREP ART VLfin NP CC QU NC,True,2,False
H07,H7_economy_4,both,['trabajadores'],['flujos'],las_ART_el remesas_NC_remesa de_PREP_de los_ART_el trabajadores_NC_trabajador y_CC_y de_PREP_de otros_QU_otro flujos_NC_flujo,las remesas de los trabajadores y de otros flujos,"ese período, deben esperarse algunos efectos secundarios moderados, derivados de las remesas de los trabajadores y de otros flujosde ingreso. Si bien los efectos directos de la Iniciativa Mediterránea",« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément n'appartient pas au LST, mais est general",,False,,ART NC PREP ART NC CC PREP QU NC,False,2,False
H07,H7_economy_5,right,[None],['trabajadores'],Françoise_NP_Françoise y_CC_y otros_QU_otro trabajadores_NC_trabajador,Françoise y otros trabajadores,casi ocho veces superior al de Hoa en Ciudad Ho Chi-Minh. Françoise y otros trabajadoresdel sector de servicios de los países de ingreso alto representan alrededor,« NON »,NON;L’un des deux éléments fait reference à un individu/sujet/personne,,False,,NP CC QU NC,False,2,True
H07,H7_economy_6,none,[None],[None],Unión_NC_unión Soviética_ADJ_soviético o_CC_o en_PREP_en otros_QU_otro países_NC_país,Unión Soviética o en otros países,"instancia han fracasado, tanto en América Latina como en la antigua Unión Soviética o en otros países. Lo que la población activa de cualquier país necesita es una",« OUI »,OUI;Il y a une relation d'hyperonymie entre deux CT que n'appartient pas au domaine,,False,,NC ADJ CC PREP QU NC,True,1,False
H07,H7_economy_7,both,"['ideas', 'más']",['época'],las_ART_el ideas_NC_idea circulan_VLfin_circular hoy_ADV_hoy más_ADV_más rápida_ADJ_rápido y_CC_y económicamente_ADV_económico que_CQUE_que en_PREP_en cualquier_QU_cualquier otra_QU_otro época_NC_época,las ideas circulan hoy más rápida y económicamente que en cualquier otra época,"las comunicaciones, los bienes, el capital, las personas y las ideas circulan hoy más rápida y económicamente que en cualquier otra épocade la historia. Esto es lo que ha impulsado la integración",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",contexte trop long,False,,ART NC VLfin ADV ADV ADJ CC ADV CQUE PREP QU QU NC,False,1,True
H07,H7_economy_8,none,[None],[None],la_ART_el concesión_NC_concesión de_PREP_de ayudas_VLfin_ayudar y_CC_y subvenciones_VLfin_subvencionar a_PREP_a otras_QU_otro entidades_NC_entidad,la concesión de ayudas y subvenciones a otras entidades,"33 salas de lectura y 13 centros de cultura) y a la concesión de ayudas y subvenciones a otras entidadese instituciones públicas y privadas para la realización de actividades culturales,",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC PREP VLfin CC VLfin PREP QU NC,False,1,True
H07,H7_economy_9,left,['dinero'],[None],dinero_NC_dinero procedente_VLadj_proceder del_PDEL_del narcotráfico_NC_narcotráfico o_CC_o del_PDEL_del crimen_NC_crimen organizado_VLadj_organizar._FS_. Por_PREP_por otro_QU_otro lado_NC_lado,dinero procedente del narcotráfico o del crimen organizado Por otro lado,"nombre indica, configura el marco jurídico para evitar el blanqueo de dinero procedente del narcotráfico o del crimen organizado Por otro lado, las actividades financieras son considerables y permiten un flujo extraordinario de",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",de + otro,False,,NC VLadj PDEL NC CC PDEL NC VLadj PREP QU NC,False,1,True
H07,H7_economy_10,left,"['tasas', 'interés', 'tasas de interés']",[None],las_ART_el tasas_NC_tasa de_PREP_de interés_NC_interés y_CC_y otros_QU_otro elementos_NC_elemento,las tasas de interés y otros elementos,". Por ello, las condiciones económicas (como los salarios, las tasas de interés y otros elementosde un tenor parecido) deberían, en principio, afectar a",« NON »,NON;Le candidat-marqueur exprime une autre relation.,similarité,False,,ART NC PREP NC CC QU NC,False,2,True
H07,H7_economy_11,both,"['capital', 'usos']",['tipos'],el_ART_el capital_NC_capital para_PREP_para usos_NC_uso residenciales_ADJ_residencial y_CC_y otros_QU_otro tipos_NC_tipo,el capital para usos residenciales y otros tipos,", 05 y el 0, 1, según como se mida el capital para usos residenciales y otros tiposde bienes duraderos. La participación del capital físico en los países",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,ART NC PREP NC ADJ CC QU NC,True,2,False
H07,H7_economy_12,right,[None],['medio'],huelgas_NC_huelga o_CC_o por_PREP_por cualquier_QU_cualquier otro_QU_otro medio_NC_medio,huelgas o por cualquier otro medio,"que una reducción del nivel existente de salarios nominales conduciría, mediante huelgas o por cualquier otro medio, a que parte de la mano de obra realmente ocupada se",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC CC PREP QU QU NC,False,1,True
H07,H7_economy_13,left,['ganancias'],[None],las_ART_el ganancias_NC_ganancia o_CC_o de_PREP_de otros_QU_otro elementos_NC_elemento,las ganancias o de otros elementos,"pequeña ganancia o perdida del trabajo, se efectuaría a expensas de las ganancias o de otros elementosdel costo marginal, que no han sido tocados. Parece ser",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,,False,,ART NC CC PREP QU NC,False,1,False
H07,H7_economy_14,left,['comercio'],[None],laissez-faire_NC_laissez-faire con_PREP_con respecto_NC_respecto al_PAL_al comercio_NC_comercio exterior_ADJ_exterior y_CC_y muchas_QU_mucho otras_QU_otro cosas_NC_cosa,faire con respecto al comercio exterior y muchas otras cosas,"desocupación, la teoría cuantitativa del dinero, las ventajas evidentes del faire con respecto al comercio exterior y muchas otras cosasque habremos de poner en tela de juicio. En diversos lugares",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC PAL NC ADJ CC QU QU NC,False,1,True
H07,H7_economy_15,both,"['supondremos', 'salario', 'nominal', 'salario nominal']","['costo', 'factores']",resumen_NC_resumen supondremos_VLfin_suponer que_CQUE_que el_ART_el salario_NC_salario nominal_ADJ_nominal y_CC_y el_ART_el costo_NC_costo de_PREP_de los_ART_el otros_QU_otro factores_NC_factor,resumen supondremos que el salario nominal y el costo de los otros factores,"usados se aclararán con mayor cuidado en su oportunidad. En este resumen supondremos que el salario nominal y el costo de los otros factoresson constantes por unidad de trabajo empleado; pero esta simplificación,",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC VLfin CQUE ART NC ADJ CC ART NC PREP ART QU NC,False,1,True
H07,H7_economy_16,both,"['depreciación', 'valores']",['bienes'],la_ART_el depreciación_NC_depreciación de_PREP_de los_ART_el valores_NC_valor y_CC_y otros_QU_otro bienes_NC_bien,la depreciación de los valores y otros bienes,"dado, sea el efecto de estos cambios sobre la apreciación o la depreciación de los valores y otros bienes, porque si un hombre disfruta de un aumento inesperado en el",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,ART NC PREP ART NC CC QU NC,True,2,False
H07,H7_economy_17,right,[None],['bienes'],las_ART_el casas_NC_casa y_CC_y otros_QU_otro bienes_NC_bien,respecto a las casas y otros bienes,""". Por otra parte, no intenta hacer deducción alguna con respecto a las casas y otros bienesdurables en manos de los individuos. Sus interesantes resultados para Estados",« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément n'appartient pas au LST, mais est general",,False,,ART NC CC QU NC,True,1,False
H07,H7_economy_18,none,[None],[None],la_ART_el moneda_NC_moneda falsa_ADJ_falso o_CC_o que_CQUE_que se_SE_se está_VEfin_estar depreciando_VLger_depreciar a_PREP_a otra_QU_otro persona_NC_persona,la moneda falsa o que se está depreciando a otra persona,"los norteamericanos; ser más listo que el vulgo, y encajar la moneda falsa o que se está depreciando a otra persona. Esta batalla de viveza para prever las bases de la valoración",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC ADJ CC CQUE SE VEfin VLger PREP QU NC,False,1,True
H07,H7_economy_19,none,[None],[None],motivo_NC_motivo de_PREP_de muerte_NC_muerte o_CC_o de_PREP_de otra_QU_otro causa_NC_causa,motivo de muerte o de otra causa,"debe ser permanente e indisoluble, como el matrimonio, excepto por motivo de muerte o de otra causagrave, y esto será un remedio útil para nuestros males contemporáneos",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP NC CC PREP QU NC,False,1,True
H07,H7_economy_20,both,['ingreso'],['forma'],ingreso_NC_ingreso en_PREP_en una_ART_un o_CC_o en_PREP_en otra_QU_otro forma_NC_forma,ingreso en una o en otra forma,", que se derivan de la facilidad que tiene para gastar su ingreso en una o en otra forma, cuando la duda lo asalta de este modo. Desde luego",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC PREP ART CC PREP QU NC,False,1,True
H07,H7_economy_21,both,"['curvas', 'demanda', 'curvas de demanda']",['industrias'],la_ART_el naturaleza_NC_naturaleza de_PREP_de las_ART_el curvas_NC_curva de_PREP_de demanda_NC_demanda y_CC_y oferta_NC_oferta de_PREP_de otras_QU_otro industrias_NC_industria,la naturaleza de las curvas de demanda y oferta de otras industrias,"industrias concretas sólo pueden trazarse partiendo de algunos supuestos fijos respecto a la naturaleza de las curvas de demanda y oferta de otras industriasy al monto de la demanda global efectiva No se puede,",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",contexte tres long,False,,ART NC PREP ART NC PREP NC CC NC PREP QU NC,False,1,True
H07,H7_economy_22,both,"['producción', 'empresarios']","['ocupación', 'bajará']",producción_NC_producción desanimarán_VLfin_desanimar a_PREP_a los_ART_el empresarios_NC_empresario y_CC_y la_ART_el ocupación_NC_ocupación bajará_VLfin_bajar otra_QU_otro vez_NC_vez,producción desanimarán a los empresarios y la ocupación bajará otra vez,"tasa de interés. Así, los productos obtenidos del aumento de producción desanimarán a los empresarios y la ocupación bajará otra veza su nivel previo, a menos que la propensión marginal a",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,NC VLfin PREP ART NC CC ART NC VLfin QU NC,False,1,True
H07,H7_economy_23,left,"['costo', 'primo', 'marginal', 'costo primo', 'costo primo marginal']",[None],el_ART_el costo_NC_costo primo_ADJ_primo marginal_ADJ_marginal y_CC_y de_PREP_de la_ART_el reacción_NC_reacción de_PREP_de otros_QU_otro elementos_NC_elemento,el costo primo marginal y de la reacción de otros elementos,aumento de la proporción que el costo de los salarios guarde con el costo primo marginal y de la reacción de otros elementosdel costo primo marginal ante la baja en la unidad de salarios,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,ART NC ADJ ADJ CC PREP ART NC PREP QU NC,False,1,True
