id,subid,presence,candidate_term_left,candidate_term_right,occurrence,full_context,annotation,justification,comment,non sure,check,Pivot,tags,inclusive,exclusive,global_freq
H01,H1_medicine_193,left,"['tesis', 'inteligencia']",[None],la tesis según la cual la inteligencia sería una cualidad,"cognitivas. Estos datos prestan sólido apoyo a la tesis según la cual la inteligencia sería una cualidaddifusa o global de la mente, es decir, no modular",« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",,False,,la_ART_el tesis_NC_tesis según_PREP_según la_ART_el cual_REL_cual la_ART_el inteligencia_NC_inteligencia sería_VSfin_ser una_ART_un cualidad_NC_cualidad,ART NC PREP ART REL ART NC VSfin ART NC,False,True,2
H01,H1_medicine_194,left,['rasgos'],[None],los rasgos que son parte,"entre lo normal y lo anómalo, entre los rasgos que son partede un continuo y los trastornos reales de funciones cognitivas. No",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,los_ART_el rasgos_NC_rasgo que_CQUE_que son_VSfin_ser parte_NC_parte,ART NC CQUE VSfin NC,False,True,1
H01,H1_medicine_195,right,[None],['gemelos'],los hermanos serán gemelos,"palabras, en lo concerniente al marcador, los hermanos serán gemelosidénticos (si comparten ambos alelos), gemelos no idénticos (",« NON »,NON;L’un des deux éléments fait reference à un individu/sujet/personne,,False,,los_ART_el hermanos_NC_hermano serán_VSfin_ser gemelos_NC_gemelo,ART NC VSfin NC,False,False,11
H01,H1_medicine_196,left,['heredabilidad'],[None],La heredabilidad es una medida,"se interpreta a menudo de forma incorrecta. La heredabilidad es una medidaestadística, que se expresa en términos de tanto por ciento,",« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément appartient au lexique scientifique transdisciplinaire.","mesure=""Action de déterminer la valeur de (une grandeur) par comparaison avec une grandeur constante de même espèce, prise comme terme de référence. [source : GR]!""",False,,La_ART_el heredabilidad_NC_heredabilidad es_VSfin_ser una_ART_un medida_NC_medida,ART NC VSfin ART NC,False,False,22
H01,H1_medicine_197,left,['biología'],[None],la biología sea determinista,"no significa, sin embargo, que "" la biología sea determinista"". La genética ha contribuido a confirmar la importancia de los",« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",,False,,la_ART_el biología_NC_biología sea_VSfin_ser determinista_NC_determinista,ART NC VSfin NC,False,False,11
H01,H1_medicine_198,both,"['gen', 'célula', 'célula humana']",['segmento'],Un gen de una célula humana es un segmento,"de la terapia génica que se pretende. Un gen de una célula humana es un segmentode ADN que, en la mayoría de los casos, cifra",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,Un_ART_un gen_NC_gen de_PREP_de una_ART_un célula_NC_célula humana_ADJ_humano es_VSfin_ser un_ART_un segmento_NC_segmento,ART NC PREP ART NC ADJ VSfin ART NC,False,False,3
H01,H1_medicine_199,both,['virus'],['retrovirus'],Los virus más socorridos son los retrovirus,"pero no se multiplicaría ni causaría enfermedades. Los virus más socorridos son los retrovirus, que introducen sus genes, de forma permanente, en los",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,H2,False,,Los_ART_el virus_NC_virus más_ADV_más socorridos_VLadj_socorrer son_VSfin_ser los_ART_el retrovirus_NC_retrovirus,ART NC ADV VLadj VSfin ART NC,False,False,2
H01,H1_medicine_200,both,"['vectores', 'retrovirus']",['células'],los vectores basados en retrovirus son las células,". Un grupo ideal de células diana para los vectores basados en retrovirus son las célulasmadre o troncales, que persisten indefinidamente y producen también descendientes especializados",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,los_ART_el vectores_NC_vector basados_VLadj_basar en_PREP_en retrovirus_NC_retrovirus son_VSfin_ser las_ART_el células_NC_célula,ART NC VLadj PREP NC VSfin ART NC,True,False,2
H01,H1_medicine_201,both,"['formas', 'habituales', 'adenovirus', 'formas habituales']",['resfriado'],las formas habituales de adenovirus es un resfriado,"seguridad. Lo peor que puede esperarse de las formas habituales de adenovirus es un resfriadode pecho. Además, infectan fácilmente a las células humanas y",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,H2,False,,las_ART_el formas_NC_forma habituales_ADJ_habitual de_PREP_de adenovirus_NC_adenovirus es_VSfin_ser un_ART_un resfriado_NC_resfriado,ART NC ADJ PREP NC VSfin ART NC,True,False,1
H01,H1_medicine_202,right,[None],['ventaja'],la falta de integración sea una ventaja,"se introducen en el cuerpo. El que la falta de integración sea una ventajao una desventaja dependerá, como ya hemos mencionado, de los",« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",,False,,la_ART_el falta_NC_falta de_PREP_de integración_NC_integración sea_VSfin_ser una_ART_un ventaja_NC_ventaja,ART NC PREP NC VSfin ART NC,False,False,6
H01,H1_medicine_203,none,[None],[None],opción puede ser un vehículo,"normal durante toda su vida, la mejor opción puede ser un vehículoque integre de forma estable el gen terapéutico en los cromosomas el",« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",,False,,opción_NC_opción puede_VMfin_poder ser_VSinf_ser un_ART_un vehículo_NC_vehículo,NC VMfin VSinf ART NC,False,True,3
H01,H1_medicine_204,left,['muchos'],[None],opinión de muchos habría de ser un período,"cerca de Edimburgo, anunciaba lo que en opinión de muchos habría de ser un períodode oportunidades revolucionarias en biología y medicina. Megan y Morag,",« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",,False,,opinión_NC_opinión de_PREP_de muchos_QU_mucho habría_VHfin_haber de_PREP_de ser_VSinf_ser un_ART_un período_NC_período,NC PREP QU VHfin PREP VSinf ART NC,False,True,1
H01,H1_medicine_205,both,"['célula', 'receptora', 'célula receptora']",['óvulo'],La célula receptora suele ser un óvulo,nuclear requiere el concurso de dos células. La célula receptora suele ser un óvulosin fecundar y reciente. Esos óvulos están listos para empezar a,« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",,False,,La_ART_el célula_NC_célula receptora_ADJ_receptor suele_VLfin_soler ser_VSinf_ser un_ART_un óvulo_NC_óvulo,ART NC ADJ VLfin VSinf ART NC,False,True,1
H02,H2_medicine_9,both,"['trastornos', 'hemoglobina', 'trastornos genéticos', 'hemoglobina humana']","['enfermedades', 'monogénicas', 'enfermedades monogénicas']",Los trastornos genéticos de la hemoglobina humana son el grupo más común de enfermedades monogénicas,. Consecuencias clínicas de la mutación: hemoglobinopatías Los trastornos genéticos de la hemoglobina humana son el grupo más común de enfermedades monogénicasse calcula que el 5 % por de la población mundial es,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,"                                                                                                       Los_ART_el trastornos_NC_trastorno genéticos_ADJ_genético de_PREP_de la_ART_el hemoglobina_NC_hemoglobina humana_ADJ_humano son_VSfin_ser el_ART_el grupo_NC_grupo
Los_ART_el trastornos_NC_trastorno genéticos_ADJ_genético de_PREP_de la_ART_el hemoglobina_NC_hemoglobina humana_ADJ_humano son_VSfin_ser el_ART_el grupo_NC_grupo más_ADV_más común_ADJ_común de_PREP_de enfermedades_NC_enfermedad monogénicas_ADJ_monogénicas:_COLON_:
                                                                           Los_ART_el trastornos_NC_trastorno genéticos_ADJ_genético de_PREP_de la_ART_el hemoglobina_NC_hemoglobina humana_ADJ_humano son_VSfin_ser el_ART_el grupo_NC_grupo más_ADV_más común_ADJ_común",ART NC ADJ PREP ART NC ADJ VSfin ART NC ADV ADJ PREP NC ADJ,True,False,1
H02,H2_medicine_3,both,['recombinante'],"['tipo', 'enzimas', 'endonucleasas', 'restricción', 'tipo de enzimas', 'endonucleasas de restricción']",la tecnología del DNA recombinante es un tipo de enzimas denominadas endonucleasas de restricción,". Enzimas de restricción La piedra angular de la tecnología del DNA recombinante es un tipo de enzimas denominadas endonucleasas de restricción. Estas enzimas, aisladas en bacterias, reciben este nombre debido",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,"                                                                                                                             la_ART_el tecnología_NC_tecnología del_PDEL_del DNA_NC_dna recombinante_ADJ_recombinante es_VSfin_ser un_ART_un tipo_NC_tipo
la_ART_el tecnología_NC_tecnología del_PDEL_del DNA_NC_dna recombinante_ADJ_recombinante es_VSfin_ser un_ART_un tipo_NC_tipo de_PREP_de enzimas_NC_enzima denominadas_VLadj_denominar endonucleasas_NC_endonucleasa de_PREP_de restricción_NC_restricción",ART NC PDEL NC ADJ VSfin ART NC PREP NC VLadj NC PREP NC,True,False,1
H03,H3_medicine_8,both,"['patología', 'molecular', 'patología molecular']","['ciencia', 'imperfecta']",la patología molecular es una ciencia muy imperfecta,"alélicos. Como se ve en los ejemplos del Capítulo 15, la patología molecular es una ciencia muy imperfecta. Entre los problemas que presenta se incluyen - El que mutaciones",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,la_ART_el patología_NC_patología molecular_ADJ_molecular es_VSfin_ser una_ART_un ciencia_NC_ciencia muy_ADV_muy imperfecta_ADJ_imperfecto,ART NC ADJ VSfin ART NC ADV ADJ,True,False,1
H03,H3_medicine_3,left,['cáncer'],[None],el cáncer seguirá siendo una idea muy hermosa,"este obstáculo logístico, el uso de la terapia génica para curar el cáncer seguirá siendo una idea muy hermosa, pero inalcanzable. A lo largo de los últimos cinco años",« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,el_ART_el cáncer_NC_cáncer seguirá_VLfin_seguir siendo_VSger_ser una_ART_un idea_NC_idea muy_ADV_muy hermosa_ADJ_hermoso,ART NC VLfin VSger ART NC ADV ADJ,False,True,1
H04,H4_medicine_15,both,['resultado'],"['formación', 'estructura']",El resultado final es la formación de una estructura más compacta,"por definición, los superenrollamientos son levógiros. El resultado final es la formación de una estructura más compactacon una mayor estabilidad física. En la mayoría de moléculas de",« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,,False,,"                                                                                    El_ART_el resultado_NC_resultado final_ADJ_final es_VSfin_ser la_ART_el formación_NC_formación
El_ART_el resultado_NC_resultado final_ADJ_final es_VSfin_ser la_ART_el formación_NC_formación de_PREP_de una_ART_un estructura_NC_estructura más_ADV_más compacta_VLfin_compactar",ART NC ADJ VSfin ART NC PREP ART NC ADV VLfin,False,False,1
H04,H4_medicine_22,both,"['producción', 'vinagre', 'producción de vinagre']","['proceso', 'transformación']",la producción de vinagre es el proceso de transformación más antiguo,"similar pero de mayor valor comercial. Aunque la producción de vinagre es el proceso de transformación más antiguoy mejor conocido (conversión de etanol en acético), la",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,"                                                                            la_ART_el producción_NC_producción de_PREP_de vinagre_NC_vinagre es_VSfin_ser el_ART_el proceso_NC_proceso
la_ART_el producción_NC_producción de_PREP_de vinagre_NC_vinagre es_VSfin_ser el_ART_el proceso_NC_proceso de_PREP_de transformación_NC_transformación más_ADV_más antiguo_ADJ_antiguo",ART NC PREP NC VSfin ART NC PREP NC ADV ADJ,True,False,1
H04,H4_medicine_19,both,"['mosaicismo', 'línea', 'germinal', 'línea germinal']",['probable'],un mosaicismo de la línea germinal seria la explicación más probable,"progenitores tiene el gen, la existencia de un mosaicismo de la línea germinal seria la explicación más probable. 4. Diagnostico incorrecto. Uno de los supuestos y principios",« NON »,"NON;Negation, interrogation, probabilité (pouvoir;poder)",,False,,"                                  un_ART_un mosaicismo_NC_mosaicismo de_PREP_de la_ART_el línea_NC_línea germinal_ADJ_germinal seria_VSfin_ser la_ART_el explicación_NC_explicación
un_ART_un mosaicismo_NC_mosaicismo de_PREP_de la_ART_el línea_NC_línea germinal_ADJ_germinal seria_VSfin_ser la_ART_el explicación_NC_explicación más_ADV_más probable_ADJ_probable",ART NC PREP ART NC ADJ VSfin ART NC ADV ADJ,False,True,1
H04,H4_medicine_21,left,['estudios'],[None],Los estudios sobre adopción son la manera más poderosa,poco a la investigación en genética humana. Los estudios sobre adopción son la manera más poderosade desenmarañar los factores genéticos y los ambientales Si los gemelos separados,« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément n'appartient pas au LST, mais est general",,True,,"                                  Los_ART_el estudios_NC_estudio sobre_PREP_sobre adopción_NC_adopción son_VSfin_ser la_ART_el manera_NC_manera
Los_ART_el estudios_NC_estudio sobre_PREP_sobre adopción_NC_adopción son_VSfin_ser la_ART_el manera_NC_manera más_ADV_más poderosa_ADJ_poderoso",ART NC PREP NC VSfin ART NC ADV ADJ,True,False,1
H04,H4_medicine_26,left,"['estructura', 'tridimensional', 'neuraminidasa', 'estructura tridimensional']",[None],la estructura tridimensional de la neuraminidasa es el punto de partida más inmediato,y lógica. El desciframiento en 1983 de la estructura tridimensional de la neuraminidasa es el punto de partida más inmediato. Pero fue una serie anterior de descubrimientos la que permitió que,« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,"                                                                  la_ART_el estructura_NC_estructura tridimensional_ADJ_tridimensional de_PREP_de la_ART_el neuraminidasa_NC_neuraminidasa es_VSfin_ser el_ART_el punto_NC_punto
la_ART_el estructura_NC_estructura tridimensional_ADJ_tridimensional de_PREP_de la_ART_el neuraminidasa_NC_neuraminidasa es_VSfin_ser el_ART_el punto_NC_punto de_PREP_de partida_NC_partida más_ADV_más inmediato_ADJ_inmediato",ART NC ADJ PREP ART NC VSfin ART NC PREP NC ADV ADJ,False,True,1
H04,H4_medicine_20,both,"['herencia', 'autosómica', 'dominante', 'herencia autosómica', 'autosómica dominante', 'herencia autosómica dominante']",['menos'],la herencia autosómica dominante es la regla o al menos se,"Si bien en cada uno de estos trastornos la herencia autosómica dominante es la regla o al menos seobserva en cierta proporción de casos, se requiere la pérdida o",« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,True,,la_ART_el herencia_NC_herencia autosómica_ADJ_autosómico dominante_ADJ_dominante es_VSfin_ser la_ART_el regla_NC_regla o_CC_o al_PAL_al menos_ADV_menos se_SE_se,ART NC ADJ ADJ VSfin ART NC CC PAL ADV SE,False,True,1
H06,H6_medicine_45,left,['rata'],[None],La presentan la rata y otros micromamíferos que,. Esta isoforma conferiría a las fibras musculares unas celerísimas características funcionales La presentan la rata y otros micromamíferos quenecesitan huir como balas para eludir a los depredadores. La isoforma,« OUI »,OUI;Il y a une relation d'hyperonymie entre deux CT que n'appartient pas au domaine,,False,,._FS_. La_PPC_él presentan_VLfin_presentar la_ART_el rata_NC_rata y_CC_y otros_QU_otro micromamíferos_NC_micromamíferos que_CQUE_que,FS PPC VLfin ART NC CC QU NC CQUE,True,False,1
H06,H6_medicine_70,both,"['base', 'espesor']",['caracteres'],la base del espesor del esmalte dental y otros caracteres del,habían datado sus restos en unos 25 millones de años. Sobre la base del espesor del esmalte dental y otros caracteres delesqueleto creían que el ramapiteco había aparecido después de la divergencia de,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,,False,DET Y y {otro/cualquier otro/cualquier otro tipo de/demás/el resto de} X,la_ART_el base_NC_base del_PDEL_del espesor_NC_espesor del_PDEL_del esmalte_NC_esmalte dental_ADJ_dental y_CC_y otros_QU_otro caracteres_NC_carácter del_PDEL_del,ART NC PDEL NC PDEL NC ADJ CC QU NC PDEL,False,False,1
H06,H6_medicine_163,both,"['respuesta', 'inmunitaria', 'virus', 'respuesta inmunitaria']","['microorganismos', 'invasores', 'microorganismos invasores']",de la respuesta inmunitaria contra virus y otros microorganismos invasores,"estadios de su ciclo vital. Las células T son protagonistas estelares de la respuesta inmunitaria contra virus y otros microorganismos invasores. Las células T se producen a partir de precursores, en",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,"Series([], )",PREP ART NC ADJ PREP NC CC QU NC ADJ,True,False,1
H06,H6_medicine_36,right,[None],['específicos'],formalización de contratos y otros asuntos específicos,", fidelidad y longevidad notables mejor que vehicula la información sobre caza formalización de contratos y otros asuntos específicos. Los experimentos propios de la psicología social deberían mostrar que los",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,",_CM_, formalización_NC_formalización de_PREP_de contratos_NC_contrato y_CC_y otros_QU_otro asuntos_NC_asunto específicos_ADJ_específico",CM NC PREP NC CC QU NC ADJ,False,False,3
H06,H6_medicine_184,both,"['cultivar', 'hepatocitos']",['células'],comprender mejor cómo hacer cultivar hepatocitos y otras células del,de los principales objetivos de la ingeniería de tejidos- los expertos deberán comprender mejor cómo hacer cultivar hepatocitos y otras células delhígado en condiciones que maximicen su capacidad de desempeñar funciones fisiológicas normales,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,comprender_VLinf_comprender mejor_ADJ_bueno|mejor cómo_ADV_cómo hacer_VLinf_hacer cultivar_VLinf_cultivar hepatocitos_NC_hepatocito y_CC_y otras_QU_otro células_NC_célula del_PDEL_del,VLinf ADJ ADV VLinf VLinf NC CC QU NC PDEL,True,False,1
H06,H6_medicine_12,left,"['inmunoglobulina', 'individual', 'inmunoglobulina individual']",[None],una inmunoglobulina individual particular se divide una y otra vez de,"la enfermedad humana conocida como mieloma múltiple, una célula productora de una inmunoglobulina individual particular se divide una y otra vez dela misma forma incontrolada que una célula cancerosa, Sin tener en",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,una_ART_un inmunoglobulina_NC_inmunoglobulina individual_ADJ_individual particular_ADJ_particular se_SE_se divide_VLfin_dividir una_ART_un y_CC_y otra_QU_otro vez_NC_vez de_PREP_de,ART NC ADJ ADJ SE VLfin ART CC QU NC PREP,False,True,1
H06,H6_medicine_123,both,"['cariotipo', 'normal', 'cariotipo normal']",['trisomia'],una con cariotipo normal y otra con trisomia,la porción dar xxx de xxx. Mujer con dos poblaciones celulares una con cariotipo normal y otra con trisomia8. Figura 9-1 Placa metafásica de un paciente con trisomía 21,« INCERTAINE »,INCERTAINE;Manque d’indices linguistiques ou manque de connaissances sur le domaine,,False,,"Series([], )",CM ART PREP NC ADJ CC QU PREP NC,False,False,1
H06,H6_medicine_82,both,"['región', 'constante', 'región constante']","['región', 'variable', 'región variable']",y ligera contienen una región constante y otra región variable,"cualquiera de los cinco tipos de cadenas pesadas. Las cadenas pesada y ligera contienen una región constante y otra región variable, localizadas en los extremos carboxi-terminal y amino-terminal de las cadenas,",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,y_CC_y ligera_ADJ_ligero contienen_VLfin_contener una_ART_un región_NC_región constante_ADJ_constante y_CC_y otra_QU_otro región_NC_región variable_ADJ_variable,CC ADJ VLfin ART NC ADJ CC QU NC ADJ,False,True,1
H06,H6_medicine_111,both,['diferenciación'],"['funciones', 'celulares', 'funciones celulares']",diferenciación y otras funciones celulares,"genes supresores de tumor, que desempeñan papeles reguladores en la proliferación diferenciación y otras funciones celularesbásicas. La inactivación de genes supresores de tumor por mutación o",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,",_CM_, diferenciación_NC_diferenciación y_CC_y otras_QU_otro funciones_NC_función celulares_ADJ_celular",CM NC CC QU NC ADJ,False,True,1
H06,H6_medicine_180,left,"['formación', 'cerebro']",[None],de formación de imágenes al cerebro y otros medios nos,"desarrollo, el estudio del comportamiento, la aplicación de las técnicas de formación de imágenes al cerebro y otros medios nostraerán, cabe esperar, nuevas ráfagas de luz, que redundarán",« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,de_PREP_de formación_NC_formación de_PREP_de imágenes_NC_imagen al_PAL_al cerebro_NC_cerebro y_CC_y otros_QU_otro medios_NC_medio nos_PPX_nosotros,PREP NC PREP NC PAL NC CC QU NC PPX,False,True,1
H06,H6_medicine_174,both,['conducta'],['región'],aclarar su conducta en una u otra región del,"y lugar, de los genes y sus productos; es decir aclarar su conducta en una u otra región delorganismo y en un cuerpo que además cambia a lo largo de",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,"Series([], )",CM VLinf PPO NC PREP ART CC QU NC PDEL,False,True,1
H06,H6_medicine_128,both,"['muestra', 'genes']","['segmentos', 'reconocibles']",muestra la disposición de los genes u otros segmentos reconocibles,el cartografiado por «ligamiento genético». Este tipo de mapa muestra la disposición de los genes u otros segmentos reconociblesde ADN llamados «marcadores» a lo largo del cromosoma.,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,"Series([], )",VLfin ART NC PREP ART NC CC QU NC ADJ,True,False,1
H06,H6_medicine_30,both,['paludismo'],['infecciones'],el paludismo y otras terribles infecciones,Las vacunas fabricados con productos genéticos puede que consigan prevenir el sida el paludismo y otras terribles infeccionesinsensibles a las técnicas de inmunización actuales. Cabe afirmar que las,« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,",_CM_, el_ART_el paludismo_NC_paludismo y_CC_y otras_QU_otro terribles_ADJ_terrible infecciones_NC_infección",CM ART NC CC QU ADJ NC,True,False,1
H06,H6_medicine_17,both,['complejos'],"['antígenos', 'antígenos nucleares']",los complejos de DNA y otros antígenos nucleares,"depuración efectiva (véase p. 247). En el LES los complejos de DNA y otros antígenos nucleares, junto a las inmunoglobulinas y el complemento pueden ser detectados por",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,",_CM_, los_ART_el complejos_ADJ_complejo de_PREP_de DNA_NC_dna y_CC_y otros_QU_otro antígenos_NC_antígeno nucleares_ADJ_nuclear",CM ART ADJ PREP NC CC QU NC ADJ,True,False,1
H06,H6_medicine_109,both,['células'],"['actividades', 'celulares', 'actividades celulares']",el desarrollo de las células y otras actividades celulares,"mutaciones que provocan cáncer afectan los genes responsables de la proliferación celular el desarrollo de las células y otras actividades celularesfundamentales. Cuando la regulación normal está alterada, se inicia el",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,",_CM_, el_ART_el desarrollo_NC_desarrollo de_PREP_de las_ART_el células_NC_célula y_CC_y otras_QU_otro actividades_NC_actividad celulares_ADJ_celular",CM ART NC PREP ART NC CC QU NC ADJ,True,False,1
H06,H6_medicine_68,both,"['cerebro', 'pacientes', 'cerebro de pacientes']",['individuos'],el cerebro de pacientes de Williams y otros individuos durante,intactas. Las sondas fisiológicas que permiten comparar la actividad eléctrica en el cerebro de pacientes de Williams y otros individuos durantela realización de determinadas tareas nos ayudan a avanzar en el conocimiento,« NON »,NON;L’un des deux éléments fait reference à un individu/sujet/personne,,False,,"el_ART_el cerebro_NC_cerebro de_PREP_de pacientes_NC_paciente de_PREP_de Williams_NP_Williams y_CC_y otros_QU_otro individuos_NC_individuo durante_PREP_durante
el_ART_el cerebro_NC_cerebro de_PREP_de pacientes_NC_paciente de_PREP_de Williams_NP_Williams y_CC_y otros_QU_otro individuos_NC_individuo durante_PREP_durante",ART NC PREP NC PREP NP CC QU NC PREP ART NC PREP NC PREP NP CC QU NC PREP,False,True,2
H06,H6_medicine_29,left,"['describirá', 'naturaleza', 'naturaleza humana']",[None],describirá la naturaleza humana de una u otra manera de,"empeora las cosas. Mientras la gente tenga compromisos políticos, se describirá la naturaleza humana de una u otra manera deacuerdo con sus propios intereses. A los conservadores les gusta señalar",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,describirá_VLfin_describir la_ART_el naturaleza_NC_naturaleza humana_ADJ_humano de_PREP_de una_ART_un u_CC_o otra_QU_otro manera_NC_manera de_PREP_de,VLfin ART NC ADJ PREP ART CC QU NC PREP,False,True,1
H06,H6_medicine_52,both,['madre'],['padre'],una heredada de la madre y otra del padre,"células pulmonares normales (izquierda) condenen regiones repetitivas de dos longitudes una heredada de la madre y otra del padredel individuo- que pueden separarse en un gel, de acuerdo con",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,diferentes-_VLfin_diferentes- una_ART_un heredada_VLadj_heredar de_PREP_de la_ART_el madre_NC_madre y_CC_y otra_QU_otro del_PDEL_del padre_NC_padre,VLfin ART VLadj PREP ART NC CC QU PDEL NC,False,True,1
H06,H6_medicine_32,both,['toxinas'],['factores'],toxinas y otros factores de,"nuestra capacidad de resistir la exposición a parásitos, bacterias, virus toxinas y otros factores deriesgo que se hacen fuertes por interacción con la bioquímica de nuestro",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,",_CM_, toxinas_NC_toxina y_CC_y otros_QU_otro factores_NC_factor de_PREP_de",CM NC CC QU NC PREP,True,False,1
H06,H6_medicine_177,left,"['suministrar', 'analgésicos']",[None],pueden suministrar analgésicos y otros elementos,"hacen cargo de funciones cruciales que correspondían a las lesionadas o perdidas pueden suministrar analgésicos y otros elementosextra "" e incluso facilitar la terapia génica, segregando las proteínas",« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,"Series([], )",CM VMfin VLinf ADJ CC QU NC QT,False,True,1
H06,H6_medicine_48,both,['diarrea'],['enfermedades'],La diarrea y otras enfermedades con,"Si atendemos al fundamento biológico de la tesis, resulta harto endeble La diarrea y otras enfermedades conpérdida de sal, en niños sobre todo, han sido las",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,,False,,._FS_. La_ART_el diarrea_NC_diarrea y_CC_y otras_QU_otro enfermedades_NC_enfermedad con_PREP_con,FS ART NC CC QU NC PREP,True,False,1
H06,H6_medicine_5,both,"['cambios', 'temperatura']",['sensoriales'],cambios de temperatura y otros acontecimientos sensoriales,. Las dendritas de la mayoría de las neuronas unipolares detectan tacto cambios de temperatura y otros acontecimientos sensorialesque afectan a la piel. Los botones terminales La mayoría de,« OUI »,"OUI;L’un des deux éléments est un candidat-terme du domaine, l’autre élément n'appartient pas au LST, mais est general",,False,,",_CM_, cambios_NC_cambio de_PREP_de temperatura_NC_temperatura y_CC_y otros_QU_otro acontecimientos_NC_acontecimiento sensoriales_ADJ_sensorial",CM NC PREP NC CC QU NC ADJ,False,False,3
H06,H6_medicine_98,left,['función'],[None],que eliminan la función de una u otra de estas,codifican estas tres enzimas se basa en el aislamiento de muchas mutaciones que eliminan la función de una u otra de estasenzimas. Joshna Lederberg fue el primero en aislar y examinar estos,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",,False,,que_CQUE_que eliminan_VLfin_eliminar la_ART_el función_NC_función de_PREP_de una_ART_un u_CC_o otra_QU_otro de_PREP_de estas_DM_este,CQUE VLfin ART NC PREP ART CC QU PREP DM,False,True,1
H06,H6_medicine_189,both,['vida'],"['variables', 'clínicas', 'variables clínicas']",calidad de vida y otras variables clínicas,"diaria. El valor del irinotecan se confirmó en términos de supervivencia calidad de vida y otras variables clínicas. Por consiguiente, el irinotecan puede recomendarse como tratamiento estándar de",« NON »,"NON;L’un des deux éléments est un candidat-terme du domaine, l’autre élément est une nominalisation ou un groupe nominal n’appartenant pas au domaine.",,False,,",_CM_, calidad_NC_calidad de_PREP_de vida_NC_vida y_CC_y otras_QU_otro variables_NC_variable clínicas_ADJ_clínico",CM NC PREP NC CC QU NC ADJ,False,False,3
