id,subid,topic,relational_semantic_type,presence,candidate_term_left,candidate_term_right,Pivot,occurrence,full_context,annotation,justification,tags,global_freq,full_global_freq,inclusive,exclusive,comment,non sure,check,global_freq_oui,global_freq_non
H17,H17_economy_100,economy,hyp_appositif,left,['consumo'],[None],el_ART_el consumo_NC_consumo (_LP_(Ct_NP_Ct)_RP_),el consumo Ct,consumo corriente más la inversión corriente. Supóngase que postulamos arbitrariamente que el consumo Ctde un período (t) es igual a una proporción constante,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC LP,4,4,False,True,abrev,False,,0,4
H17,H17_economy_101,economy,hyp_appositif,left,['inversión'],[None],la_ART_el inversión_NC_inversión (_LP_(It_NP_It)_RP_),la inversión It,"de la renta del período (t-1), xxx y que la inversión Iten el período t equivale a una proporción constante xxx de la",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC LP,4,4,False,True,abrev,False,,0,4
H17,H17_economy_102,economy,hyp_appositif,both,"['definiciones', 'agregados']",['ecuaciones'],las_ART_el definiciones_NC_definición de_PREP_de agregados_NC_agregado obviamente_ADV_obvio importantes_ADJ_importante (_LP_(ecuaciones_NC_ecuación definitorias_ADJ_definitorio)_RP_),las definiciones de agregados obviamente importantes ecuaciones definitorias,que acaso sea más adecuado llamarlas consideraciones de sentido común; contienen las definiciones de agregados obviamente importantes ecuaciones definitoriasen un sistema de ecuaciones casi siempre lineales y de coeficientes constantes,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC PREP NC ADV ADJ LP ADJ,1,1,False,True,,False,,0,1
H17,H17_economy_103,economy,hyp_appositif,both,['agregados'],"['ecuaciones', 'equilibrio']",agregados_NC_agregado (_LP_(ecuaciones_NC_ecuación de_PREP_de equilibrio_NC_equilibrio)_RP_),agregados ecuaciones de equilibrio,como las relaciones que el sentido común indica como vigentes entre dichos agregados ecuaciones de equilibrioy las relaciones que se supone describen el comportamiento de clases de,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC LP PREP NC,1,1,False,True,,False,,0,1
H17,H17_economy_104,economy,hyp_appositif,none,[None],[None],"Roos_NC_Roos (_LP_(Dynamic_NP_Dynamic Economics_NP_Economics,_CM_, 1934_CARD_@card@)_RP_)",Roos Dynamic Economics,"Numerosos autores adoptan una posición intermedia, por ejemplo CHAFILES F. Roos Dynamic Economics. Repito también que mi insistencia en esta distinción no se debe",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC LP NP CARD,1,1,False,True,,False,,0,1
H17,H17_economy_105,economy,hyp_appositif,left,"['producto', 'bruto', 'producto interior bruto']",[None],producto_NC_producto interior_ADJ_interior bruto_ADJ_bruto (_LP_(PIB_NP_PIB)_RP_),producto interior bruto PIB,"El déficit público se situó en el 6, 6 % del producto interior bruto PIBen 1996, bien lejos del límite del 3 % fijado en",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ADJ ADJ LP,1,1,False,True,abrev,False,,0,1
H17,H17_economy_106,economy,hyp_appositif,both,['caja'],"['ingresos', 'cobros']",criterios_NC_criterio de_PREP_de caja_NC_caja (_LP_(ingresos_NC_ingreso y_CC_y cobros_NC_cobro sin_PREP_sin periodificar_NC_periodificar)_RP_),criterios de caja ingresos y cobros sin periodificar,"de Economía. Es cierto, sin embargo, que atendiendo a criterios de caja ingresos y cobros sin periodificar, el déficit del Estado se disparó por diversos motivos, de",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC LP CC NC PREP NC,1,1,False,True,,False,,0,1
H17,H17_economy_107,economy,hyp_appositif,both,['circunstancias'],['baja'],"circunstancias_NC_circunstancia atenuantes_NC_atenuante (_LP_(climatología_NC_climatología,_CM_, baja_ADJ_bajo de_PREP_de la_ART_el construcción_NC_construcción)_RP_)",circunstancias atenuantes climatología baja de la construcción,1 % del mismo mes de 1996. Pese a las diversas circunstancias atenuantes climatología baja de la construcciónlo cierto es que las cifras no admiten paliativos y se recordaba,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC NC LP ADJ PREP ART NC,1,1,False,True,specification,False,,0,1
H17,H17_economy_108,economy,hyp_appositif,none,[None],[None],"materia_NC_materia presupuestaria_ADJ_presupuestario,_CM_, tributaria_ADJ_tributario y_CC_y financiera_ADJ_financiero (_LP_(BOE_NC_BOE 30-12-1995_CODE_@card@)_RP_)",materia presupuestaria tributaria y financiera BOE,"12 / 1995 de 28 de diciembre, sobre medidas urgentes en materia presupuestaria tributaria y financiera BOE, que prorroga los Presupuestos Generales del Estado para 1995, en",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ADJ ADJ CC ADJ LP CODE,1,1,False,True,,False,,0,1
H17,H17_economy_109,economy,hyp_appositif,none,[None],[None],el_ART_el tabaco_NC_tabaco y_CC_y el_ART_el alcohol_NC_alcohol (_LP_(BOE_NP_BOE 30-7-96_CARD_@card@)_RP_),el tabaco y el alcohol BOE,"y regularizar anticipos de fondos y se incrementan los impuestos especiales sobre el tabaco y el alcohol BOE. Agosto: El banco central alemán, Bundesbank, baja el",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC CC ART NC LP CARD,1,2,False,True,,False,,0,1
H17,H17_economy_110,economy,hyp_appositif,none,[None],[None],diciembre_NMON_diciembre (_LP_(BOE_NC_BOE 28-12-96_CODE_@card@)_RP_),diciembre BOE,"leyes: la Ley Orgánica 3 / 1996, de 27 de diciembre BOE, que modifica la Ley Orgánica 8 / 1980, y la",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NMON LP CODE,1,1,False,True,,False,,0,1
H17,H17_economy_111,economy,hyp_appositif,none,[None],[None],diciembre_NMON_diciembre (_LP_(BOE_NP_BOE 31-12-96_CARD_@card@)_RP_),diciembre BOE,"1980, y la Ley 14 / 1996, de 30 de diciembre BOEde cesión de tributos del Estado a las CC. AA.",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NMON LP CARD,1,1,False,True,,False,,0,1
H17,H17_economy_112,economy,hyp_appositif,both,"['divisas', 'reservas centrales', 'centrales de divisas']",['febrero'],Saldo_NC_saldo de_PREP_de reservas_NC_reserva centrales_ADJ_central de_PREP_de divisas_NC_divisa (_LP_(febrero_NC_febrero)_RP_),Saldo de reservas centrales de divisas febrero,la Caja de Ahorros y Pensiones de Barcelona. CALENDARIO marzo Tabla Saldo de reservas centrales de divisas febrero.. Contabilidad nacional trimestral (cuarto trimestre).. Índice,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC ADJ PREP NC LP,1,1,False,True,,False,,0,1
H17,H17_economy_113,economy,hyp_appositif,both,"['precios', 'consumo', 'precios de consumo']",['febrero'],Índice_NC_índice de_PREP_de precios_NC_precio de_PREP_de consumo_NC_consumo (_LP_(febrero_NC_febrero)_RP_),Índice de precios de consumo febrero,).. Contabilidad nacional trimestral (cuarto trimestre).. Índice de precios de consumo febrero. Subasta decenal del Banco de España. Coyuntura comercio por menor,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC PREP NC LP,2,2,False,True,,False,,0,2
H17,H17_economy_114,economy,hyp_appositif,both,['comercio'],['enero'],Coyuntura_NC_coyuntura comercio_NC_comercio por_PREP_por menor_ADJ_pequeño (_LP_(enero_NMON_enero)_RP_),Coyuntura comercio por menor enero,consumo (febrero). Subasta decenal del Banco de España. Coyuntura comercio por menor enero. Índice de producción industrial (enero). Subasta decenal del,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC NC PREP ADJ LP,2,2,False,True,,False,,0,2
H17,H17_economy_115,economy,hyp_appositif,both,"['producción', 'industrial', 'producción industrial']",['enero'],Índice_NC_índice de_PREP_de producción_NC_producción industrial_ADJ_industrial (_LP_(enero_NMON_enero)_RP_),Índice de producción industrial enero,Banco de España. Coyuntura comercio por menor (enero). Índice de producción industrial enero. Subasta decenal del Banco de España. abril Tabla Encuesta de,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC ADJ LP,4,4,False,True,,False,,0,4
H17,H17_economy_116,economy,hyp_appositif,left,"['activa', 'población activa']",[None],abril_NC_abril Tabla_NC_tabla Encuesta_NC_encuesta de_PREP_de población_NC_población activa_ADJ_activo (_LP_(diciembre_NMON_diciembre)_RP_),abril Tabla Encuesta de población activa diciembre,industrial (enero). Subasta decenal del Banco de España. abril Tabla Encuesta de población activa diciembre. Subasta decenal del Banco de España.. Índice de precios,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC NC NC PREP NC ADJ LP,1,1,False,True,,False,,0,1
H17,H17_economy_117,economy,hyp_appositif,both,"['precios', 'industriales', 'precios industriales']",['febrero'],Índice_NC_índice de_PREP_de precios_NC_precio industriales_ADJ_industrial (_LP_(febrero_NC_febrero)_RP_),Índice de precios industriales febrero,(diciembre). Subasta decenal del Banco de España.. Índice de precios industriales febrero.. Saldo de reservas centrales de divisas (marzo).,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC ADJ LP,4,4,False,True,,False,,0,4
H17,H17_economy_118,economy,hyp_appositif,left,"['divisas', 'reservas centrales', 'centrales de divisas']",[None],reservas_NC_reserva centrales_ADJ_central de_PREP_de divisas_NC_divisa (_LP_(marzo_NC_marzo)_RP_),reservas centrales de divisas marzo,. Índice de precios industriales (febrero).. Saldo de reservas centrales de divisas marzo. Encuesta de salarios (cuarto trimestre). Índice de precios,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ADJ PREP NC LP,1,1,False,True,,False,,0,1
H17,H17_economy_119,economy,hyp_appositif,left,"['precios', 'consumo', 'precios de consumo']",[None],Índice_NC_índice de_PREP_de precios_NC_precio de_PREP_de consumo_NC_consumo (_LP_(marzo_NC_marzo)_RP_),Índice de precios de consumo marzo,(marzo). Encuesta de salarios (cuarto trimestre). Índice de precios de consumo marzo. Coyuntura comercio por menor (febrero). Índice de producción,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC PREP NC LP,2,2,False,True,,False,,0,2
H17,H17_economy_120,economy,hyp_appositif,both,['comercio'],['febrero'],Coyuntura_NC_coyuntura comercio_NC_comercio por_PREP_por menor_ADJ_pequeño (_LP_(febrero_NC_febrero)_RP_),Coyuntura comercio por menor febrero,trimestre). Índice de precios de consumo (marzo). Coyuntura comercio por menor febrero. Índice de producción industrial (febrero). Encuesta de población,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC NC PREP ADJ LP,2,2,False,True,,False,,0,2
H17,H17_economy_121,economy,hyp_appositif,both,"['producción', 'industrial', 'producción industrial']",['febrero'],Índice_NC_índice de_PREP_de producción_NC_producción industrial_ADJ_industrial (_LP_(febrero_NC_febrero)_RP_),Índice de producción industrial febrero,(marzo). Coyuntura comercio por menor (febrero). Índice de producción industrial febrero. Encuesta de población activa (enero). COYUNTURA INTERNACIONAL Preocupación,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC ADJ LP,4,4,False,True,,False,,0,4
H17,H17_economy_122,economy,hyp_appositif,both,"['activa', 'población activa']",['enero'],Encuesta_NC_encuesta de_PREP_de población_NC_población activa_ADJ_activo (_LP_(enero_NMON_enero)_RP_),Encuesta de población activa enero,(febrero). Índice de producción industrial (febrero). Encuesta de población activa enero. COYUNTURA INTERNACIONAL Preocupación por los datos económicos alemanes Estados Unidos creció,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC ADJ LP,4,4,False,True,,False,,0,4
H17,H17_economy_123,economy,hyp_appositif,left,"['relación', 'producto', 'bruto', 'producto interior bruto']",[None],relación_NC_relación al_PAL_al producto_NC_producto interior_ADJ_interior bruto_ADJ_bruto (_LP_(PIB_NP_PIB)_RP_),relación al producto interior bruto PIB,"anterior, trece países han mejorado la ratio de déficit público con relación al producto interior bruto PIB, y sólo uno ha empeorado (Alemania). El país",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PAL NC ADJ ADJ LP,1,1,False,True,,False,,0,1
H17,H17_economy_124,economy,hyp_appositif,none,[None],[None],El_ART_el país_NC_país restante_ADJ_restante (_LP_(Luxemburgo_NP_Luxemburgo)_RP_),El país restante Luxemburgo,"PIB), y sólo uno ha empeorado (Alemania). El país restante Luxemburgo, continúa presentando superávit en sus cuentas públicas y es el único",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC ADJ LP,1,1,False,True,,False,,0,1
H17,H17_economy_125,economy,hyp_appositif,left,"['producto', 'bruto', 'producto interior bruto']",[None],el_ART_el producto_NC_producto interior_ADJ_interior bruto_ADJ_bruto (_LP_(PIB_NP_PIB)_RP_),el producto interior bruto PIB,"el Banco de España, en el último trimestre de 1996, el producto interior bruto PIBexperimentó un incremento interanual del 2, 5 %. El crecimiento",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC ADJ ADJ LP,3,3,False,True,abrev,False,,0,3
H17,H17_economy_126,economy,hyp_appositif,none,[None],[None],la_ART_el encuesta_NC_encuesta del_PDEL_del Instituto_NC_instituto Nacional_NP_Nacional de_PREP_de Estadística_NC_estadística (_LP_(INE_NP_INE)_RP_),la encuesta del Instituto Nacional de Estadística INE,", la mejora se circunscribió a los componentes no alimenticios. Según la encuesta del Instituto Nacional de Estadística INE, de octubre a diciembre, los índices de ventas de artículos",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC PDEL NC NP PREP NC LP,1,1,False,True,,False,,0,1
H17,H17_economy_127,economy,hyp_appositif,left,['movimientos'],[None],los_ART_el movimientos_NC_movimiento turísticos_ADJ_turístico en_PREP_en fronteras_NC_frontera (_LP_(FRONTUR_NP_FRONTUR)_RP_),los movimientos turísticos en fronteras FRONTUR,". Desde otra vertiente, los resultados de la estadística mensual de los movimientos turísticos en fronteras FRONTURhan ofrecido datos interesantes sobre las características básicas del turismo receptor.",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC ADJ PREP NC LP,1,1,False,True,abrev,False,,0,1
H17,H17_economy_128,economy,hyp_appositif,right,[None],"['importe', 'activo']",Suspensiones_NC_suspensión de_PREP_de pago_NC_pago (_LP_(importe_NC_importe activo_ADJ_activo)_RP_),Suspensiones de pago importe activo,Cifra de negocios. Resultados (sin dotaciones ni provisiones). Suspensiones de pago importe activo. Sociedades mercantiles constituidas. Crédito comercial. Consumo. Demanda de,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC LP ADJ,1,1,False,True,,False,,0,1
H17,H17_economy_129,economy,hyp_appositif,right,[None],"['variación', 'anual', 'variación anual']",INDICADORES_NC_indicador DE_PREP_de EMPLEO_NC_empleo (_LP_(Porcentaje_NC_porcentaje de_PREP_de variación_NC_variación anual_ADJ_anual)_RP_),INDICADORES DE EMPLEO Porcentaje de variación anual,"17, 8 % obtenido para los mayores de 25 años. INDICADORES DE EMPLEO Porcentaje de variación anualTabla NOTA: Cifras correspondientes a la encuesta de población activa.",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC LP PREP NC ADJ,1,1,False,True,,False,,0,1
H17,H17_economy_130,economy,hyp_appositif,left,"['índice', 'precios', 'consumo', 'índice de precios', 'precios de consumo']",[None],El_ART_el índice_NC_índice de_PREP_de precios_NC_precio de_PREP_de consumo_NC_consumo (_LP_(IPC_NP_IPC)_RP_),El índice de precios de consumo IPC,"INE y elaboración propia. PRECIOS La inflación baja del 3 % El índice de precios de consumo IPCaumentó un 0, 3 % en enero, tres décimas por",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC PREP NC PREP NC LP,1,1,False,True,abrev,False,,0,1
H17,H17_economy_131,economy,hyp_appositif,right,[None],"['mensuales', 'porcentaje']",TIPOS_NC_tipo DE_PREP_de Interés_NC_interés (_LP_(Medias_NP_Medias mensuales_ADJ_mensual en_PREP_en porcentaje_NC_porcentaje)_RP_),TIPOS DE Interés Medias mensuales en porcentaje,"promedio diario en diciembre a 3, 8 billones en enero. TIPOS DE Interés Medias mensuales en porcentajeTabla NOTAS: - Cifras provisionales. - Día 24 para el",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC LP ADJ PREP NC,2,2,False,True,,False,,0,2
H17,H17_economy_132,economy,hyp_appositif,right,[None],"['miles', 'pesetas']",LETRAS_NC_letra DEL_ACRNM_DEL TESORO_NC_tesoro Tabla_NC_tabla Importe_NC_importe (_LP_(miles_NC_mil de_PREP_de millones_CARD_millones de_PREP_de pesetas_NC_peseta)_RP_),LETRAS DEL TESORO Tabla Importe miles de millones de pesetas,contrasta con la caída registrada en el mes anterior. EMISIONES DE LETRAS DEL TESORO Tabla Importe miles de millones de pesetas. Tipo de interés (%). Nominal solicitado. Nominal,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ACRNM NC NC NC LP PREP CARD PREP NC,1,1,False,True,,False,,0,1
H17,H17_economy_133,economy,hyp_appositif,right,[None],"['inversión', 'inversión mobiliaria', 'fondos de inversión']",los_ART_el inversores_NC_inversor de_PREP_de los_ART_el FIM_NP_FIM (_LP_(fondos_NC_fondo de_PREP_de inversión_NC_inversión mobiliaria_ADJ_mobiliario)_RP_),los inversores de los FIM fondos de inversión mobiliaria,"051 millones. Cabe señalar, asimismo, el mayor atractivo para los inversores de los FIM fondos de inversión mobiliariaque los FIAMM (fondos de inversión en activos del mercado monetario",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC PREP ART NP LP PREP NC ADJ,1,1,False,True,,False,,0,1
H17,H17_economy_134,economy,hyp_appositif,right,[None],['variación'],Depósitos_NC_depósito BANCARIOS_ADJ_bancario A_ALFS_A EMPRESAS_NC_empresa Y_ALFS_Y FAMILIAS_NC_familia (_LP_(Porcentajes_NC_porcentaje de_PREP_de variación_NC_variación)_RP_),Depósitos BANCARIOS A EMPRESAS Y FAMILIAS Porcentajes de variación,en relación con el mismo mes del año precedente. Crédito Y Depósitos BANCARIOS A EMPRESAS Y FAMILIAS Porcentajes de variaciónNOTAS: Cifras provisionales. Incluyen saldos en pesetas y en moneda,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ADJ ALFS NC ALFS NC LP PREP NC,1,1,False,True,,False,,0,1
H17,H17_economy_135,economy,hyp_appositif,right,[None],"['mensuales', 'porcentaje']",TIPOS_NC_tipo DE_PREP_de Interés_NC_interés BANCARIOS_ADJ_bancario (_LP_(Medias_NP_Medias mensuales_ADJ_mensual en_PREP_en porcentaje_NC_porcentaje)_RP_),TIPOS DE Interés BANCARIOS Medias mensuales en porcentaje,serie desestacionalizada. FUENTES: Banco de España y elaboración propia. TIPOS DE Interés BANCARIOS Medias mensuales en porcentajeTabla NOTAS: Cifras provisionales. Tipos de referencia recomendados por el,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC ADJ LP ADJ PREP NC,1,1,False,True,,False,,0,1
H17,H17_economy_136,economy,hyp_appositif,left,"['crecimiento', 'producto', 'bruto', 'producto interior bruto']",[None],un_ART_un crecimiento_NC_crecimiento del_PDEL_del producto_NC_producto interior_ADJ_interior bruto_ADJ_bruto (_LP_(PIB_NP_PIB)_RP_),un crecimiento del producto interior bruto PIB,"del nivel de actividad, el ejercicio de 1996 se cerró con un crecimiento del producto interior bruto PIBdel 2, 3 %, según una primera estimación del Ministerio",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC PDEL NC ADJ ADJ LP,1,1,False,True,,False,,0,1
H17,H17_economy_137,economy,hyp_appositif,right,[None],['anuales'],EMPLEO_NC_empleo ESTIMADO_VLadj_estimar (_LP_(Medias_NP_Medias anuales_ADJ_anual)_RP_),EMPLEO ESTIMADO Medias anuales,"de Estadística, Ministerio de Economía y Hacienda y elaboración propia. EMPLEO ESTIMADO Medias anualesTabla Sectores de actividad. Total. % variación. Agricultura.",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC VLadj LP ADJ,1,1,False,True,,False,,0,1
H17,H17_economy_138,economy,hyp_appositif,right,[None],"['anual', 'porcentaje']",TIPOS_NC_tipo DE_PREP_de Interés_NC_interés (_LP_(Media_NC_media anual_ADJ_anual en_PREP_en porcentaje_NC_porcentaje)_RP_),TIPOS DE Interés Media anual en porcentaje,Tabla NOTA: Provisional. FUENTE: Instituto Nacional de Estadística. TIPOS DE Interés Media anual en porcentajeTabla NOTA: Emisiones en el mercado primario. FUENTE: Banco,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC PREP NC LP ADJ PREP NC,2,2,False,True,,False,,0,2
H17,H17_economy_139,economy,hyp_appositif,right,[None],['pesetas'],COMERCIO_NC_comercio EXTERIOR_ADJ_exterior (_LP_(Miles_NC_mil de_PREP_de millones_CARD_millones de_PREP_de pesetas_NC_peseta)_RP_),COMERCIO EXTERIOR Miles de millones de pesetas,. Lira italiana. Ecu. FUENTE: Banco de España. COMERCIO EXTERIOR Miles de millones de pesetasTabla Importaciones. Exportaciones. Saldo comercial. NOTA: Provisional.,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ADJ LP PREP CARD PREP NC,1,1,False,True,,False,,0,1
H17,H17_economy_140,economy,hyp_appositif,right,[None],['pesetas'],ENDEUDAMIENTO_NC_endeudamiento NETO_ADJ_neto DEL_ACRNM_DEL SECTOR_NC_sector PÚBLICO_ADJ_público (_LP_(Miles_NC_mil de_PREP_de millones_CARD_millones de_PREP_de pesetas_NC_peseta)_RP_),ENDEUDAMIENTO NETO DEL SECTOR PÚBLICO Miles de millones de pesetas,"la Administración del Estado, Banco de España y elaboración propia. ENDEUDAMIENTO NETO DEL SECTOR PÚBLICO Miles de millones de pesetasTabla NOTAS: El endeudamiento neto es igual a la deuda bruta",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",NC ADJ ACRNM NC ADJ LP PREP CARD PREP NC,1,1,False,True,,False,,0,1
H18,H18_economy_1,economy,hyp_d'inclusion,none,[None],[None],"la_ART_el infraestructura_NC_infraestructura económica_ADJ_económico necesaria_ADJ_necesario,_CM_, en_PREP_en particular_ADJ_particular las_ART_el telecomunicaciones_NC_telecomunicación",la infraestructura económica necesaria en particular las telecomunicaciones,el ritmo de integración es la disponibilidad y el mantenimiento adecuado de la infraestructura económica necesaria en particular las telecomunicacionesy el transporte. Contar con un sistema de comunicaciones de alta,« INCERTAINE »,INCERTAINE;Les deux éléments en relation n’appartiennent pas au domaine de l'économie.,ART NC ADJ ADJ PREP ADJ ART NC,1,1,False,False,,False,,0,1
H18,H18_economy_2,economy,hyp_d'inclusion,none,[None],[None],"los_ART_el obstáculos_NC_obstáculo normativos_ADJ_normativo,_CM_, sobre_PREP_sobre todo_QU_todo para_PREP_para las_ART_el empresas_NC_empresa",los obstáculos normativos sobre todo para las empresas,"suministro de incentivos de mercado en el sector privado, y eliminar los obstáculos normativos sobre todo para las empresasextranjeras. - Aumento de las actividades de investigación y desarrollo,",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC ADJ PREP QU PREP ART NC,2,2,False,True,,False,,0,2
H18,H18_economy_3,economy,hyp_d'inclusion,left,"['activa', 'población activa']",[None],"la_ART_el población_NC_población activa_ADJ_activo trabaja_VLfin_trabajar en_PREP_en la_ART_el agricultura_NC_agricultura,_CM_, sobre_PREP_sobre todo_QU_todo en_PREP_en explotaciones_NC_explotación",la población activa trabaja en la agricultura sobre todo en explotaciones,"varían extraordinariamente. En los países pobres, el 61 % de la población activa trabaja en la agricultura sobre todo en explotacionesagrícolas familiares; el 22 % trabaja en el sector rural no",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC ADJ VLfin PREP ART NC PREP QU PREP NC,2,2,False,True,,False,,0,2
H18,H18_economy_4,economy,hyp_d'inclusion,left,"['muchos', 'trabajadores']",[None],"muchos_QU_mucho trabajadores_NC_trabajador,_CM_, sobre_PREP_sobre todo_QU_todo en_PREP_en las_ART_el explotaciones_NC_explotación",muchos trabajadores sobre todo en las explotaciones,"países receptores. La participación en el comercio internacional ha beneficiado a muchos trabajadores sobre todo en las explotacionesagrícolas, las fábricas y el sector de servicios de Asia.",« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",QU NC PREP QU PREP ART NC,1,1,False,True,,False,,0,1
H18,H18_economy_5,economy,hyp_d'inclusion,both,"['propiedades', 'enteramente']",['función'],"unas_ART_un propiedades_NC_propiedad enteramente_ADV_entero diferenciadas_VLadj_diferenciar._FS_. En_PREP_en particular_ADJ_particular,_CM_, la_ART_el función_NC_función",unas propiedades enteramente diferenciadas En particular la función,podría argumentar que el capital físico y el humano son bienes con unas propiedades enteramente diferenciadas En particular la funciónde producción de capital físico es distinta de la de capital humano,« NON »,"NON; Le candidat-marqueur est présent en surface, mais il n’y a pas de lien conceptuel entre les éléments en relation.",ART NC ADV VLadj PREP ADJ ART NC,1,1,False,True,,False,,0,1
H18,H18_economy_6,economy,hyp_d'inclusion,both,['industria'],['industria'],la_ART_el industria_NC_industria en_PREP_en particular_ADJ_particular a_PREP_a la_ART_el industria_NC_industria,la industria en particular a la industria,"se permite a la teoría clásica extender sus conclusiones por analogía de la industria en particular a la industriaen conjunto, es completamente incapaz de contestar la pregunta relativa a",« OUI »,OUI;Un contexte dans lequel il y a deux CT en relation du domaine.,ART NC PREP ADJ PREP ART NC,1,1,True,False,,False,,1,0
