Candidat de regroupement	Fréquence	Spécificité	Variantes orthographiques	Matrice
telomerasa	8	9.53	telomerasa	Nom
oxalato	8	9.53	oxalato	Nom
flujo energético	8	9.53	flujo energético	Nom Adjectif
fraccionamiento por tamaño	8	9.53	fraccionamiento por tamaño	Nom Préposition Nom
herencia multifactorial	8	9.53	herencia multifactorial	Nom Adjectif
emisión de contaminante atmosférico	8	9.53	emisiones de contaminantes atmosféricos	Nom Préposition Nom Adjectif
genoteca	8	9.53	genoteca	Nom
número de bacteria	8	9.53	número de bacterias	Nom Préposition Nom
concentración residual	8	9.53	concentración residual	Nom Adjectif
agitación mecánico	8	9.53	agitación mecánica	Nom Adjectif
solow	8	9.53	solow	Nom
señal analógico	8	9.53	señal analógica___señales analógica	Nom Adjectif
carácter sexual secundario	8	9.53	caracteres sexuales secundarios	Nom Adjectif Adjectif
vía de acceso siguiente	8	9.53	vía de acceso siguiente	Nom Préposition Nom Adjectif
enfermedad autoinmunes	8	9.53	enfermedades autoinmunes	Nom Adjectif
propiedad mecánico	8	9.53	propiedades mecánicas	Nom Adjectif
documento gráfico	8	9.53	documentos gráficos	Nom Adjectif
aceptor	8	9.53	aceptor	Nom
banda superior	8	9.53	banda superior	Nom Adjectif
factor basales	8	9.53	factores basales	Nom Adjectif
fuente de residuo	8	9.53	fuente de residuos___fuentes de residuos	Nom Préposition Nom
polímero	8	9.53	polímero	Nom
maquinaria letal	8	9.53	maquinaria letal	Nom Adjectif
machas	8	9.53	machas	Nom
melanocitos	8	9.53	melanocitos	Nom
capacidad de memoria	8	9.53	capacidad de memoria	Nom Préposition Nom
costo de reposición	8	9.53	costo de reposición	Nom Préposition Nom
diploidía	8	9.53	diploidía	Nom
cálculo razonable	8	9.53	cálculo razonable___cálculos razonables	Nom Adjectif
dotación haploides	8	9.53	dotaciones haploides	Nom Nom
ocupación en conjunto	8	9.53	ocupación en conjunto	Nom Préposition Nom
alelo silvestre	8	9.53	alelo silvestre	Nom Adjectif
palo alto	8	9.53	palo alto	Nom Nom
rama celular	8	9.53	rama celular	Nom Adjectif
adhesión focales	8	9.53	adhesión focales___adhesiones focales	Nom Adjectif
compuesto de azufre	8	9.53	compuestos de azufre	Nom Préposition Nom
iiasa	8	9.53	iiasa	Nom
françois	8	9.53	françois	Nom
protocolo del azufre	8	9.53	protocolo del azufre	Nom Préposition Nom
virus del herpes simple	8	9.53	virus del herpes simple	Nom Préposition Nom Adjectif
base de dato remoto	8	9.53	base de datos remota___bases de datos remotas	Nom Préposition Nom Adjectif
figura configuración	8	9.53	figura configuración	Nom Nom
eag	8	9.53	eag	Nom
token-ring	8	9.53	token-ring	Nom
archivo de sistema	8	9.53	archivos de sistema	Nom Préposition Nom
árbol genealógicos	8	9.53	árboles genealógicos	Nom Adjectif
restricción dinámico	8	9.53	restricción dinámica___restricciones dinámicas	Nom Adjectif
continuidad genético	8	9.53	continuidad genética	Nom Adjectif
defecto del tubo neural	8	9.53	defecto del tubo neural___defectos del tubo neural	Nom Préposition Nom Adjectif
ntd	8	9.53	ntd	Nom
marn	8	9.53	marn	Nom
fibra del huso	8	9.53	fibras del huso	Nom Préposition Nom
autoaprendizaje	8	9.53	autoaprendizaje	Nom
dna circular	8	9.53	dna circular	Nom Adjectif
correo oral	8	9.53	correo oral	Nom Adjectif
charla interactivo	8	9.53	charla interactiva	Nom Adjectif
commsuite	8	9.53	commsuite	Nom
configuración del área	8	9.53	configuración del área	Nom Préposition Nom
nuestra estrategia	8	9.53	nuestra estrategia	Nom Nom
planta alto y enano	8	9.53	plantas altas y enanas	Nom Adjectif Coord_Conjunction Adjectif
neurona motoras	8	9.53	neuronas motoras	Nom Nom
tumor benigno	8	9.53	tumor benigno___tumores benignos	Nom Adjectif
ktoneladas	8	9.53	ktoneladas	Nom
diplococcus	8	9.53	diplococcus	Nom
convenio clrtap	8	9.53	convenio clrtap	Nom Nom
meta de deposición	8	9.53	meta de deposición___metas de deposición	Nom Préposition Nom
reproductor	8	9.53	reproductor	Nom
bezel	8	9.53	bezel	Nom
cc	8	9.53	cc	Nom
universidad de cornell	8	9.53	universidad de cornell	Nom Préposition Nom
mustang	8	9.53	mustang	Nom
dna nuclear	8	9.53	dna nuclear	Nom Adjectif
autosómicas dominante	8	9.53	autosómicas dominantes	Nom Adjectif
cantidad de movimiento	8	9.53	cantidad de movimiento	Nom Préposition Nom
heterozigoto	8	9.53	heterozigoto	Nom
factor alto	8	9.53	factor alto___factores alto	Nom Adjectif
heterodúplex	8	9.53	heterodúplex	Nom
fase exponencial	8	9.53	fase exponencial	Nom Adjectif
trayectoria de consumo	8	9.53	trayectoria de consumo___trayectorias de consumo	Nom Préposition Nom
producción de penicilina	8	9.53	producción de penicilina	Nom Préposition Nom
tipo texto	8	9.53	tipo texto	Nom Nom
computadora cliente	8	9.53	computadora cliente___computadoras clientes	Nom Nom
nuestros ordenador	8	9.53	nuestros ordenadores	Nom Nom
área preóptica medial	8	9.53	área preóptica medial	Nom Adjectif Adjectif
plug	8	9.53	plug	Nom
norma de codificación	8	9.53	normas de codificación	Nom Préposition Nom
programa de correo electrónico	8	9.53	programa de correo electrónico___programas de correo electrónico	Nom Préposition Nom Adjectif
cruzamiento prueba	8	9.53	cruzamiento prueba	Nom Nom
anticuerpo capaz	8	9.53	anticuerpos capaces	Nom Adjectif
ojo white	8	9.53	ojos white	Nom Nom
correlatos	8	9.53	correlatos	Nom
lóbulo frontal izquierdo	8	9.53	lóbulo frontal izquierdo	Nom Adjectif Adjectif
evolución del genoma	8	9.53	evolución del genoma	Nom Préposition Nom
genome research	8	9.53	genome research	Nom Nom
familia de referencia	8	9.53	familia de referencia___familias de referencia	Nom Préposition Nom
base químico	8	9.53	bases químicas	Nom Adjectif
línea de flujo	8	9.53	línea de flujo___líneas de flujo	Nom Préposition Nom
jitter	8	9.53	jitter	Nom
mutación constitutivas	8	9.53	mutaciones constitutivas	Nom Adjectif
hoja de cálculo	8	9.53	hoja de cálculo___hojas de cálculo	Nom Préposition Nom
nodo remoto	8	9.53	nodo remoto___nodos remotos	Nom Adjectif
programa interactivo	8	9.53	programa interactivo___programas interactivos	Nom Adjectif
iones metálico	8	9.53	iones metálicos	Nom Adjectif
velocidad de sedimentación	8	9.53	velocidad de sedimentación	Nom Préposition Nom
nuestros ojo	8	9.53	nuestros ojos	Nom Nom
aplicación de supercomputación	8	9.53	aplicaciones de supercomputación	Nom Préposition Nom
superenrollamientos negativo	8	9.53	superenrollamientos negativos	Nom Adjectif
elaboración del storyboard	8	9.53	elaboración del storyboard	Nom Préposition Nom
caja tata	8	9.53	caja tata	Nom Nom
inmunitario humano	8	9.53	inmunitario humano	Nom Adjectif
microorganismos patógenos	8	9.53	microorganismos patógenos	Nom Adjectif
tasa de recombinación	8	9.53	tasa de recombinación___tasas de recombinación	Nom Préposition Nom
síntesis de polipéptidos	8	9.53	síntesis de polipéptidos	Nom Préposition Nom
load	8	9.53	load	Nom
estudio de ligamiento	8	9.53	estudio de ligamiento___estudios de ligamiento	Nom Préposition Nom
molécula de señalización	8	9.53	molécula de señalización___moléculas de señalización	Nom Préposition Nom
epa	8	9.53	epa	Nom
proteína unicelular	8	9.53	proteína unicelular	Nom Adjectif
hla	8	9.53	hla	Nom
gatillos	8	9.53	gatillos	Nom
herramienta de presentación	8	9.53	herramienta de presentación___herramientas de presentación___herramienta de presentaciones___herramientas de presentaciones	Nom Préposition Nom
cuenta dial-up	8	9.53	cuenta dial-up	Nom Nom
condicionamiento genético	8	9.53	condicionamiento genético	Nom Adjectif
fractales	8	9.53	fractales	Nom
vacuna subunitaria	8	9.53	vacuna subunitaria	Nom Nom
interfaz tipo	8	9.53	interfaz tipo	Nom Nom
sentido anterior	8	9.53	sentido anterior	Nom Adjectif
poros artificial	8	9.53	poros artificiales	Nom Adjectif
secuencia codificante	8	9.53	secuencia codificante	Nom Adjectif
experimento de meselson-stahl	8	9.53	experimento de meselson-stahl___experimentos de meselson-stahl	Nom Préposition Nom
densidad intermedio	8	9.53	densidad intermedia	Nom Adjectif
cápsula de polisacáridos	8	9.53	cápsula de polisacáridos	Nom Préposition Nom
valor igual	8	9.53	valor igual	Nom Adjectif
desplazamiento antigénico	8	9.53	desplazamiento antigénico	Nom Adjectif
sitio de regulación	8	9.53	sitio de regulación___sitios de regulación	Nom Préposition Nom
formación del poro	8	9.53	formación del poro	Nom Préposition Nom
coeficiente de sedimentación	8	9.53	coeficiente de sedimentación___coeficientes de sedimentación	Nom Préposition Nom
decena de miles	8	9.53	decenas de miles	Nom Préposition Nom
televisión educativo	8	9.53	televisión educativa	Nom Adjectif
volumen de demanda	8	9.53	volumen de demanda	Nom Préposition Nom
producción en conjunto	8	9.53	producción en conjunto	Nom Préposition Nom
inmunológicos	8	9.53	inmunológicos	Nom
meristemos radiculares	8	9.53	meristemos radiculares	Nom Adjectif
tecnólogo	8	9.53	tecnólogo	Nom
ciclo menstruales	8	9.53	ciclos menstruales	Nom Adjectif
selección positivo	8	9.53	selección positiva	Nom Adjectif
anticuerpo receptor	8	9.53	anticuerpo receptor___anticuerpos receptores	Nom Adjectif
casete de vídeo	8	9.53	casete de vídeo___casetes de vídeo	Nom Préposition Nom
recombinasa	8	9.53	recombinasa	Nom
célula inmortal	8	9.53	células inmortales	Nom Adjectif
célula formadoras	8	9.53	células formadoras	Nom Adjectif
proteína diferente	8	9.53	proteína diferente___proteínas diferentes	Nom Adjectif
cis	8	9.53	cis	Nom
célula linfoides	8	9.53	células linfoides	Nom Nom
proteína terapéuticas	8	9.53	proteínas terapéuticas	Nom Nom
hemolisina	8	9.53	hemolisina	Nom
tiroiditis	8	9.53	tiroiditis	Nom
capilares glomerulares	8	9.53	capilares glomerulares	Nom Adjectif
histología	8	9.53	histología	Nom
micrometros	8	9.53	micrometros	Nom
subclases	8	9.53	subclases	Nom
prueba inicial	8	9.53	prueba inicial___pruebas iniciales	Nom Adjectif
cantidad de antígeno	8	9.53	cantidad de antígeno___cantidades de antígeno	Nom Préposition Nom
wri	8	9.53	wri	Nom
alotipos	8	9.53	alotipos	Nom
teoría puro	8	9.53	teoría pura	Nom Adjectif
consumo futuro	8	9.53	consumo futuro	Nom Adjectif
miosina iix	8	9.53	miosina iix	Nom Nom
entrenamiento de resistencia	8	9.53	entrenamiento de resistencia	Nom Préposition Nom
unidad estructural	8	9.53	unidad estructural___unidades estructurales	Nom Adjectif
fibra iia	8	9.53	fibras iia	Nom Nom
endotelio	8	9.53	endotelio	Nom
tronco encefálico	8	9.53	tronco encefálico	Nom Adjectif
alelo variante	8	9.53	alelo variante	Nom Nom
figura estructura	8	9.53	figura estructura	Nom Nom
polímeros artificial	8	9.53	polímeros artificiales	Nom Adjectif
isoforma lento	8	9.53	isoforma lenta	Nom Adjectif
mensaje de status	8	9.53	mensajes de status	Nom Préposition Nom
característica funcional	8	9.53	características funcionales	Nom Adjectif
sarcómeros	8	9.53	sarcómeros	Nom
célula inflamatorias	8	9.53	células inflamatorias	Nom Adjectif
parámetro del modelo	8	9.53	parámetros del modelo	Nom Préposition Nom
tipo iia	8	9.53	tipo iia___tipos iia	Nom Nom
socialista de cátedra	8	9.53	socialistas de cátedra	Nom Préposition Nom
imperfect	8	9.53	imperfect	Nom
economista del período	8	9.53	economistas del período	Nom Préposition Nom
pareto	8	9.53	pareto	Nom
presencia de anticuerpo	8	9.53	presencia de anticuerpo___presencia de anticuerpos	Nom Préposition Nom
servidor de información	8	9.53	servidor de información___servidores de información	Nom Préposition Nom
sobrestructura	8	9.53	sobrestructura	Nom
programa de carga	8	9.53	programa de carga___programas de carga	Nom Préposition Nom
bridge de encaminamiento	8	9.53	bridge de encaminamiento	Nom Préposition Nom
remote	8	9.53	remote	Nom
sistema de idea	8	9.53	sistemas de ideas	Nom Préposition Nom
mielomas	8	9.53	mielomas	Nom
causa del autismo	8	9.53	causas del autismo	Nom Préposition Nom
velocifina	8	9.53	velocifina	Nom
prueba diagnóstica	8	9.53	prueba diagnóstica	Nom Adjectif
través del cable	8	9.53	través del cable	Nom Préposition Nom
versión posterior	8	9.53	versiones posteriores	Nom Adjectif
cepa de ratón	8	9.53	cepa de ratón___cepa de ratones___cepas de ratones	Nom Préposition Nom
trastorno cromosómicos	8	9.53	trastornos cromosómicos	Nom Adjectif
cromosoma artificial	8	9.53	cromosoma artificial___cromosomas artificiales	Nom Adjectif
desactivación del reenvío	8	9.53	desactivación del reenvío	Nom Préposition Nom
centro proveedor	8	9.53	centro proveedor	Nom Nom
arquitectura de ibm	8	9.53	arquitectura de ibm	Nom Préposition Nom
administrador de red	8	9.53	administradores de red___administradores de redes	Nom Préposition Nom
trama de carga	8	9.53	tramas de carga	Nom Préposition Nom
files	8	9.53	files	Nom
niño autistas	8	9.53	niños autistas	Nom Adjectif
infección natural	8	9.53	infección natural	Nom Adjectif
ácido desoxirribonucleico	8	9.53	ácido desoxirribonucleico	Nom Adjectif
ácido láctico	8	9.53	ácido láctico	Nom Adjectif
gen artificial	8	9.53	gen artificial	Nom Adjectif
gen del cromosoma	8	9.53	gen del cromosoma	Nom Préposition Nom
proteína catiónicas	8	9.53	proteínas catiónicas	Nom Adjectif
influenza	8	9.53	influenza	Nom
membrana basales	8	9.53	membranas basales	Nom Adjectif
condición aeróbicas	8	9.53	condiciones aeróbicas	Nom Adjectif
vacuna de virus	8	9.53	vacunas de virus	Nom Préposition Nom
molécula idéntico	8	9.53	moléculas idénticas	Nom Adjectif
estructura del dna	8	9.53	estructura del dna	Nom Préposition Nom
polisacárido	8	9.53	polisacárido	Nom
valencias	8	9.53	valencias	Nom
suero de paciente	8	9.53	suero de paciente___suero de pacientes	Nom Préposition Nom
fosforilasa	8	9.53	fosforilasa	Nom
proteína antigénicas	8	9.53	proteínas antigénicas	Nom Adjectif
uv-b	8	9.53	uv-b	Nom
gemelo|gemelos monocigóticos	8	9.53	gemelos monocigóticos	Nom Adjectif
número haploide	8	9.53	número haploide	Nom Nom
eritrocito	8	9.53	eritrocito	Nom
tejido cicatrizante	8	9.53	tejido cicatrizante	Nom Adjectif
formación de tejido	8	9.53	formación de tejido___formación de tejidos	Nom Préposition Nom
familia génicas	8	9.53	familias génicas	Nom Nom
laberinto acuático	8	9.53	laberinto acuático	Nom Adjectif
ruteadores	8	9.53	ruteadores	Nom
ratón experto	8	9.53	ratón experto___ratones expertos	Nom Adjectif
arquitectura del requester	8	9.53	arquitectura del requester	Nom Préposition Nom
comando necesario	8	9.53	comando necesario___comandos necesarios	Nom Adjectif
organismo eucariotas	8	9.53	organismos eucariotas	Nom Adjectif
clones de genes humano	8	9.53	clones de genes humanos	Nom Préposition Nom Adjectif
especie de mamífero	8	9.53	especies de mamíferos	Nom Préposition Nom
interruptor molecular	8	9.53	interruptor molecular___interruptores moleculares	Nom Adjectif
célula-célula	8	9.53	célula-célula	Nom
homozigótico	8	9.53	homozigótico	Nom
número de alelos	8	9.53	número de alelos	Nom Préposition Nom
frecuencia alélicas	8	9.53	frecuencias alélicas	Nom Adjectif
aleatorización	8	9.53	aleatorización	Nom
viremia	8	9.53	viremia	Nom
contrato de opción	8	9.53	contrato de opción	Nom Préposition Nom
reloj del ciclo celular	8	9.53	reloj del ciclo celular	Nom Préposition Nom Adjectif
palabra de búsqueda	8	9.53	palabra de búsqueda___palabras de búsqueda	Nom Préposition Nom
mis colaborador	8	9.53	mis colaboradores	Nom Nom
arnr	8	9.53	arnr	Nom
cóntigos	8	9.53	cóntigos	Nom
servidor secundario	8	9.53	servidor secundario	Nom Adjectif
griseofulvina	8	9.53	griseofulvina	Nom
secuencia adyacente	8	9.53	secuencia adyacente___secuencias adyacentes	Nom Adjectif
amilasa	8	9.53	amilasa	Nom
transferencia horizontal	8	9.53	transferencia horizontal___transferencias horizontales	Nom Adjectif
snmplog	8	9.53	snmplog	Nom
orgánulo	8	9.53	orgánulo	Nom
estructura del gen	8	9.53	estructura del gen	Nom Préposition Nom
información de ipx	8	9.53	información de ipx	Nom Préposition Nom
estreptomicina	8	9.53	estreptomicina	Nom
servicio ipx	8	9.53	servicio ipx___servicios ipx	Nom Nom
clon genómico	8	9.53	clon genómico	Nom Adjectif
cadena de aminoácido	8	9.53	cadena de aminoácidos___cadenas de aminoácidos	Nom Préposition Nom
ancestro	8	9.53	ancestro	Nom
oligonucleótido antisentido	8	9.53	oligonucleótido antisentido	Nom Adjectif
translocaciones cromosómicas	8	9.53	translocaciones cromosómicas	Nom Nom
concentración de sustrato	8	9.53	concentración de sustrato	Nom Préposition Nom
sitio críptico	8	9.53	sitio críptico	Nom Adjectif
crecimiento exógeno	8	9.53	crecimiento exógeno	Nom Adjectif
metaware	8	9.53	metaware	Nom
d-alanina	8	9.53	d-alanina	Nom
nuestros estudio	8	9.53	nuestros estudios	Nom Nom
menú navigate	8	9.53	menú navigate	Nom Nom
lista de servidor	8	9.53	lista de servidores	Nom Préposition Nom
veronica	8	9.53	veronica	Nom
egf	8	9.53	egf	Nom
comando de formato	8	9.53	comandos de formato	Nom Préposition Nom
horquillas de replicación	8	9.53	horquillas de replicación	Nom Préposition Nom
molécula específico	8	9.53	molécula específica___moléculas específicas	Nom Adjectif
inmunización genético	8	9.53	inmunización genética	Nom Adjectif
nexor	8	9.53	nexor	Nom
nervio espinales	8	9.53	nervios espinales	Nom Adjectif
anticuerpo anti-xxx	8	9.53	anticuerpos anti-xxx	Nom Nom
peroxidasa	8	9.53	peroxidasa	Nom
globo ocular	8	9.53	globo ocular___globos oculares	Nom Adjectif
encapsular	8	9.53	encapsular	Nom
antebrazo	8	9.53	antebrazo	Nom
gránulos citoplasmáticos	8	9.53	gránulos citoplasmáticos	Nom Adjectif
nervio motor	8	9.53	nervio motor___nervios motores	Nom Nom
islotes pancreáticos	8	9.53	islotes pancreáticos	Nom Adjectif
disulfuro intercatenarios	8	9.53	disulfuro intercatenarios	Nom Adjectif
glomerulonefritis	8	9.53	glomerulonefritis	Nom
demodulador	8	9.53	demodulador	Nom
programa de computadora	8	9.53	programa de computadora___programas de computadora___programas de computadoras	Nom Préposition Nom
genes esencial	8	9.53	genes esenciales	Nom Adjectif
exacciones ambiental	8	9.53	exacciones ambientales	Nom Adjectif
clonación molecular	8	9.53	clonación molecular	Nom Adjectif
b-globina	8	9.53	b-globina	Nom
carcinomas	8	9.53	carcinomas	Nom
cósmido	8	9.53	cósmido	Nom
porcentaje de variación	8	9.53	porcentaje de variación___porcentajes de variación	Nom Préposition Nom
serie existente	8	9.53	series existentes	Nom Adjectif
administración de ritonavir	8	9.53	administración de ritonavir	Nom Préposition Nom
capacidad cognitiva general	8	9.53	capacidad cognitiva general	Nom Adjectif Adjectif
respuesta humorales	8	9.53	respuestas humorales	Nom Adjectif
defensa inmunitarias	8	9.53	defensas inmunitarias	Nom Nom
candidiasis	8	9.53	candidiasis	Nom
actividad antiviral	8	9.53	actividad antiviral	Nom Adjectif
investigación en biomedicina	8	9.53	investigación en biomedicina	Nom Préposition Nom
programa gráfico	8	9.53	programa gráfico___programas gráficos	Nom Adjectif
asignación aleatoria	8	9.53	asignación aleatoria	Nom Adjectif
capacidad cognitivas específico	8	9.53	capacidades cognitivas específicas	Nom Adjectif Adjectif
factor supresor	8	9.53	factores supresores	Nom Nom
cáncer humano	8	9.53	cáncer humano___cánceres humanos	Nom Adjectif
coagulación sanguínea	8	9.53	coagulación sanguínea	Nom Adjectif
factor reumatoideos	8	9.53	factores reumatoideos	Nom Adjectif
antisueros	8	9.53	antisueros	Nom
segregar	8	9.53	segregar	Nom
cdna completo	8	9.53	cdna completo___cdna completos	Nom Adjectif
función del cerebro	8	9.53	función del cerebro	Nom Préposition Nom
trama físico	8	9.53	trama física___tramas físicas	Nom Adjectif
detección de portador	8	9.53	detección de portadores	Nom Préposition Nom
sección de dato	8	9.53	sección de datos	Nom Préposition Nom
segmento de red	8	9.53	segmento de red___segmentos de red	Nom Préposition Nom
mancha café-au-lait	8	9.53	manchas café-au-lait	Nom Nom
utilidad de consola	8	9.53	utilidad de consola	Nom Préposition Nom
asbr	8	9.53	asbr	Nom
zona por defecto	8	9.53	zona por defecto	Nom Préposition Nom
lycos	8	9.53	lycos	Nom
configuración de acceso	8	9.53	configuración de acceso	Nom Préposition Nom
aspergillus	8	9.53	aspergillus	Nom
nbp	8	9.53	nbp	Nom
tinbergen	8	9.53	tinbergen	Nom
tipo de ordenador	8	9.53	tipo de ordenador___tipos de ordenador___tipo de ordenadores	Nom Préposition Nom
nuestro ejemplo	8	9.53	nuestro ejemplo	Nom Nom
nombre de contexto	8	9.53	nombre de contexto	Nom Préposition Nom
información de máscara	8	9.53	información de máscara	Nom Préposition Nom
router de límite	8	9.53	router de límite___router de límites	Nom Préposition Nom
comportamiento animal	8	9.53	comportamiento animal	Nom Nom
dirección de difusión	8	9.53	dirección de difusión___direcciones de difusión	Nom Préposition Nom
permiso de importación	8	9.53	permiso de importación	Nom Préposition Nom
gateways	8	9.53	gateways	Nom
sección requester	8	9.53	sección requester	Nom Nom
cromosoma paterno	8	9.53	cromosoma paterno___cromosomas paterno	Nom Adjectif
prueba de mutación	8	9.53	pruebas de mutaciones	Nom Préposition Nom
contaminación fronterizo	8	9.53	contaminación fronteriza	Nom Adjectif
citosinas	8	9.53	citosinas	Nom
disco de ojo	8	9.53	disco de ojo___discos de ojo	Nom Préposition Nom
encabezamiento de requester	8	9.53	encabezamiento de requester	Nom Préposition Nom
capa de transporte	8	9.53	capa de transporte	Nom Préposition Nom
red de fase	8	9.53	red de fase	Nom Préposition Nom
configuración del protocolo	8	9.53	configuración del protocolo	Nom Préposition Nom
máquina copiadora	8	9.53	máquina copiadora	Nom Nom
lisozima	8	9.53	lisozima	Nom
sistema de búsqueda	8	9.53	sistema de búsqueda___sistemas de búsqueda	Nom Préposition Nom
táctil	8	9.53	táctil	Nom
enlace lan	8	9.53	enlace lan___enlaces lan	Nom Adjectif
historia del análisis	8	9.53	historia del análisis	Nom Préposition Nom
hipófisis	8	9.53	hipófisis	Nom
potenciador	8	9.53	potenciador	Nom
trastorno autosómicos	8	9.53	trastornos autosómicos	Nom Adjectif
ordenador llevables	8	9.53	ordenadores llevables	Nom Adjectif
proceso de consejo genético	8	9.53	proceso de consejo genético	Nom Préposition Nom Adjectif
descubrimiento de router	8	9.53	descubrimiento de router	Nom Préposition Nom
servidor ncsa	8	9.53	servidor ncsa	Nom Adjectif
oxidantes	8	9.53	oxidantes	Nom
hipótesis explicativo	8	9.53	hipótesis explicativa___hipótesis explicativas	Nom Adjectif
numerador	8	9.53	numerador	Nom
utility	8	9.53	utility	Nom
enfoque genético	8	9.53	enfoque genético___enfoques genéticos	Nom Adjectif
razón intuitiva	8	9.53	razón intuitiva	Nom Adjectif
soporte de filtro	8	9.53	soporte de filtro___soporte de filtros	Nom Préposition Nom
familiar negativo	8	9.53	familiar negativo	Nom Adjectif
clonación por expresión	8	9.53	clonación por expresión	Nom Préposition Nom
nodo por red	8	9.53	nodos por red	Nom Préposition Nom
routers generador	8	9.53	routers generadores	Nom Adjectif
ipx interno	8	9.53	ipx interna	Nom Adjectif
phase	8	9.53	phase	Nom
transferasa	8	9.53	transferasa	Nom
parámetro configurables	8	9.53	parámetros configurables	Nom Adjectif
valor numérico	8	9.53	valor numérico___valores numéricos	Nom Adjectif
political	8	9.53	political	Nom
estenosis pilórica	8	9.53	estenosis pilórica	Nom Adjectif
neuroblastomas	8	9.53	neuroblastomas	Nom
información de servicio	8	9.53	información de servicio___información de servicios	Nom Préposition Nom
utilidad de gestión	8	9.53	utilidades de gestión	Nom Préposition Nom
codón de paro	8	9.53	codón de paro	Nom Préposition Nom
efecto represores	8	9.53	efectos represores	Nom Adjectif
adhesivas	8	9.53	adhesivas	Nom
constructos social	8	9.53	constructos sociales	Nom Adjectif
clónico	8	9.53	clónico	Nom
mensaje de actualización	8	9.53	mensaje de actualización	Nom Préposition Nom
eficacia clínico	8	9.53	eficacia clínica	Nom Adjectif
compatibilidad inverso	8	9.53	compatibilidad inversa	Nom Adjectif
stock medio	8	9.53	stock medio	Nom Adjectif
restenosis	8	9.53	restenosis	Nom
software	8	9.53	software	Nom
loginnombre	8	9.53	loginnombre	Nom
varianzas	8	9.53	varianzas	Nom
consola del servidor	8	9.53	consola del servidor	Nom Préposition Nom
estado de exportación	8	9.53	estado de exportación	Nom Préposition Nom
fosfatasas	8	9.53	fosfatasas	Nom
copia del cromosoma	8	9.53	copia del cromosoma	Nom Préposition Nom
problema de cuenta	8	9.53	problema de cuenta	Nom Préposition Nom
redirector	8	9.53	redirector	Nom
sector de bien final	8	9.53	sector de bienes finales	Nom Préposition Nom Adjectif
método rápido	8	9.53	método rápido___métodos rápidos	Nom Adjectif
ex vivo	8	9.53	ex vivo	Nom Adjectif
renta inicial	8	9.53	renta inicial	Nom Adjectif
configuración de ospf	8	9.53	configuración de ospf	Nom Préposition Nom
teoría memética	8	9.53	teoría memética	Nom Adjectif
tabla de encaminamiento estático	8	9.53	tabla de encaminamiento estático	Nom Préposition Nom Adjectif
sistema autor	8	9.53	sistema autor	Nom Nom
área de encaminamiento	8	9.53	área de encaminamiento___áreas de encaminamiento	Nom Préposition Nom
dirección de área	8	9.53	direcciones de área	Nom Préposition Nom
disquete de archivo	8	9.53	disquete de archivo	Nom Préposition Nom
servidor en vez	8	9.53	servidor en vez	Nom Préposition Nom
ordenador apple	8	9.53	ordenador apple___ordenadores apple	Nom Nom
decisión de configuración	8	9.53	decisiones de configuración	Nom Préposition Nom
dúplex	8	9.53	dúplex	Nom
derecha del campo	8	9.53	derecha del campo	Nom Préposition Nom
senescencia	8	9.53	senescencia	Nom
modificación de archivo	8	9.53	modificación de archivos	Nom Préposition Nom
hiperfenilalaninemia	8	9.53	hiperfenilalaninemia	Nom
pariente cercano	8	9.53	parientes cercanos	Nom Adjectif
nombre de objeto	8	9.53	nombre de objeto	Nom Préposition Nom
objeto organización	8	9.53	objeto organización	Nom Nom
neurona fetales	8	9.53	neuronas fetales	Nom Adjectif
desprendimiento	8	9.53	desprendimiento	Nom
desbordamiento del conocimiento	8	9.53	desbordamiento del conocimiento	Nom Préposition Nom
ácido úrico	8	9.53	ácido úrico	Nom Adjectif
formateado	8	9.53	formateado	Nom
genoma vírico	8	9.53	genoma vírico	Nom Nom
inmunológico humoral	8	9.53	inmunológico humoral	Nom Adjectif
capa del conjunto	8	9.53	capa del conjunto___capas del conjunto	Nom Préposition Nom
color mutante	8	9.53	color mutante	Nom Nom
red remoto	8	9.53	redes remotas	Nom Adjectif
frailecillo	8	9.53	frailecillo	Nom
serie de carácter	8	9.53	serie de caracteres	Nom Préposition Nom
receptor de linfocitos	8	9.53	receptor de linfocitos___receptores de linfocitos	Nom Préposition Nom
ventana de diálogo	8	9.53	ventana de diálogo	Nom Préposition Nom
forma de fichero digital	8	9.53	forma de fichero digital___forma de ficheros digitales	Nom Préposition Nom Adjectif
clase de madre	8	9.53	clase de madres	Nom Préposition Nom
aplicación multimedia interactivo	8	9.53	aplicación multimedia interactiva___aplicaciones multimedia interactivos___aplicaciones multimedia interactivas	Nom Adjectif Adjectif
grupo de sujeto	8	9.53	grupo de sujetos___grupos de sujetos	Nom Préposition Nom
usuario intro	8	9.53	usuario intro	Nom Nom
amd	8	9.53	amd	Nom
recesividad	8	9.53	recesividad	Nom
gestión de formulario	8	9.53	gestión de formularios	Nom Préposition Nom
realimentación de relación	8	9.53	realimentación de relación___realimentación de relaciones	Nom Préposition Nom
mutación nutricional	8	9.53	mutación nutricional	Nom Adjectif
programa de formulario	8	9.53	programa de formularios___programas de formularios	Nom Préposition Nom
cold	8	9.53	cold	Nom
apetito	21	9.52	apetito	Nom
esquizofrenia	21	9.52	esquizofrenia	Nom
invasor	19	9.52	invasor___invasores	Nom
